event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
1767,-211,-0.40598544,-2.5361712,1,2,48.14812,308.8768,-1.0,31.839678,-2.5414934,-0.40479642,46.0,12.0,3.0,36.0,0.024057329,0.021446997,24.780703,0.0038486393,0.003087114,-0.46639925,0.0,-0.005322218,0.0011890232563018799,0.005453419074944009,True
1767,211,2.7238348,2.555288,2,2,48.14812,308.8768,-1.0,38.02799,2.5586276,2.720223,50.0,10.0,3.0,29.0,0.026885575,0.02735411,21.037334,0.00423276,0.00395208,-0.71857303,0.0,0.003339529,0.0036118030548095703,0.004919103113579846,True
1772,211,-3.1310616,2.4987504,2,2,31.415756,190.88136,-1.0,25.352297,2.4986017,-3.133959,25.0,10.0,3.0,21.0,0.020286616,0.023119006,6.44729,0.003409135,0.0032158745,-0.22724326,1.0,-0.0001487732,0.002897500991821289,0.0029013178834225834,True
1772,-211,0.029547246,-2.4826431,1,2,31.415756,190.88136,-1.0,11.541299,-2.4871855,0.029251898,36.0,9.0,5.0,29.0,0.023200523,0.018693725,22.3386,0.003953989,0.0028252492,-0.600897,0.0,-0.004542351,0.00029534846544265747,0.004551942477181569,True
1785,211,-0.26642027,1.59396,2,2,27.553423,69.90145,-1.0,14.363129,1.5946586,-0.26638636,32.0,8.0,3.0,13.0,0.009717251,0.009788862,17.460394,0.004466582,0.0035205197,-0.20678161,1.0,0.00069856644,3.3915042877197266e-05,0.0006993892311949855,True
1785,-211,2.931057,-1.5719941,1,2,27.553423,69.90145,-1.0,17.703657,-1.5736861,2.9328182,13.0,7.0,15.0,21.0,0.007325863,0.00835547,3.1988726,0.0034574743,0.0034099554,-0.2726386,0.0,-0.0016920567,0.0017611980438232422,0.002442309198165545,True
1800,-211,0.5936192,-2.2195985,1,2,62.513218,289.7936,-1.0,41.338364,-2.2208095,0.5972434,26.0,13.0,15.0,30.0,0.017469821,0.01620142,12.726276,0.00394108,0.0035473863,-0.49626422,0.0,-0.001210928,0.0036242008209228516,0.0038211487887455783,True
1803,211,-2.706809,-2.4212267,2,2,46.823795,260.29816,-1.0,28.213566,-2.413597,-2.7090979,39.0,8.0,5.0,37.0,0.019245906,0.017233478,15.792175,0.003514042,0.0030674357,-0.60237867,0.0,0.007629633,0.002288818359375,0.007965550098674074,True
1803,-211,0.44879076,2.380022,1,2,46.823795,260.29816,-1.0,33.2713,2.382409,0.4490117,36.0,6.0,5.0,36.0,0.018877931,0.017594812,8.625978,0.0035564227,0.0031940027,-0.60237867,0.0,0.0023870468,0.00022095441818237305,0.0023972512064808775,True
1805,-211,-0.6129387,-2.3641655,1,2,51.15078,268.5866,-1.0,30.554993,-2.3651366,-0.6112177,34.0,11.0,5.0,17.0,0.018638974,0.017242149,20.920897,0.0035573363,0.003107213,-0.0022322237,1.0,-0.0009710789,0.001721024513244629,0.0019760869293013556,True
1805,211,2.515066,2.3210397,2,2,51.15078,268.5866,-1.0,50.151417,2.323913,2.514318,32.0,10.0,5.0,29.0,0.016908508,0.015768582,8.027939,0.0034014233,0.003260594,-0.5888111,0.0,0.0028734207,0.0007479190826416016,0.0029691631079276693,True
1806,-211,2.6497557,2.7429018,1,2,26.331093,205.64998,-1.0,10.966911,2.734421,2.64457,36.0,5.0,7.0,41.0,0.035357293,0.030677002,32.718998,0.0045377165,0.0033604647,-0.5316271,0.0,-0.008480787,0.005185604095458984,0.009940535214250082,True
1806,211,-0.5094048,-2.7460227,2,2,26.331093,205.64998,-1.0,19.907656,-2.737314,-0.5039225,28.0,11.0,3.0,29.0,0.030941797,0.03417108,10.165002,0.0040786504,0.0035507695,-0.5487338,0.0,0.008708715,0.0054822564125061035,0.010290619908021574,True
1807,211,-2.8722973,2.5755935,2,2,59.30334,398.429,-1.0,37.08389,2.5826828,-2.8790467,39.0,10.0,3.0,15.0,0.0283531,0.027018571,29.153542,0.0043483456,0.0039304164,-0.31914487,0.0,0.0070893764,0.006749391555786133,0.009788439388886173,True
1816,-211,2.6591156,2.0718687,1,2,45.97443,183.62161,-1.0,36.345715,2.0721424,2.6601243,32.0,19.0,3.0,15.0,0.014752305,0.014362765,15.262103,0.0038888839,0.0035345792,-0.26605177,0.0,0.00027370453,0.001008749008178711,0.0010452218571154488,True
1816,211,-0.5026662,-2.052042,2,2,45.97443,183.62161,-1.0,29.916294,-2.0498574,-0.5056983,24.0,11.0,11.0,19.0,0.014582866,0.015600667,8.312983,0.003918261,0.0035388668,-0.25466016,0.0,0.0021846294,0.0030321478843688965,0.003737181628888022,True
