event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,deta,dphi,deltar,matches
1767,-211,-0.40598544,-2.5361712,1,2,48.14812,308.8768,-1.0,51.636513,-2.547413,-0.399021,52.0,38.0,1.0,36.0,0.037483215,0.03027126,36.16874,0.0058667087,0.0031351594,-0.011241913,0.006964445114135742,0.013224375224953604,True
1767,211,2.7238348,2.555288,2,2,48.14812,308.8768,-1.0,50.03142,2.5543602,2.7097013,52.0,25.0,1.0,29.0,0.028781002,0.022621797,24.30118,0.004568053,0.00286746,-0.0009279251,0.014133453369140625,0.014163881853050994,True
1772,211,-3.1310616,2.4987504,2,2,31.415756,190.88136,-1.0,38.256466,2.5002449,-3.138006,44.0,23.0,1.0,17.0,0.03644009,0.029740002,15.574168,0.0061785607,0.0031715888,0.0014944077,0.006944417953491211,0.007103393199628806,True
1772,-211,0.029547246,-2.4826431,1,2,31.415756,190.88136,-1.0,26.84218,-2.4740472,0.020073399,48.0,29.0,1.0,29.0,0.045955744,0.037287332,27.883612,0.007922179,0.003278418,0.008595943,0.009473847225308418,0.012792342500560527,True
1785,211,-0.26642027,1.59396,2,2,27.553423,69.90145,-1.0,25.028112,1.5917753,-0.2629772,47.0,33.0,1.0,13.0,0.016788239,0.021989748,32.558273,0.007833997,0.0029699171,-0.0021847486,0.0034430623054504395,0.004077720553727678,True
1785,-211,2.931057,-1.5719941,1,2,27.553423,69.90145,-1.0,28.167315,-1.5755254,2.9308822,46.0,17.0,1.0,21.0,0.023186054,0.020241335,21.307909,0.010739902,0.0027091284,-0.0035313368,0.0001747608184814453,0.0035356584375029108,True
1800,-211,0.5936192,-2.2195985,1,2,62.513218,289.7936,-1.0,62.00561,-2.223477,0.5920378,51.0,37.0,1.0,29.0,0.034370366,0.02698614,20.674501,0.0076266895,0.0033134867,-0.003878355,0.001581430435180664,0.004188383975809811,True
1803,211,-2.706809,-2.4212267,2,2,46.823795,260.29816,-1.0,51.637455,-2.4120092,-2.7097907,50.0,34.0,1.0,36.0,0.039010737,0.025236428,30.389341,0.0071593486,0.003430835,0.009217501,0.0029816627502441406,0.009687756718839423,True
1803,-211,0.44879076,2.380022,1,2,46.823795,260.29816,-1.0,53.885757,2.3574028,0.44998103,47.0,33.0,1.0,36.0,0.038884103,0.02254032,22.689655,0.007773416,0.0025093174,-0.022619247,0.001190274953842163,0.02265054380199883,True
1805,-211,-0.6129387,-2.3641655,1,2,51.15078,268.5866,-1.0,49.51994,-2.3616304,-0.6147636,50.0,36.0,1.0,29.0,0.025399324,0.028229726,34.256363,0.0049273386,0.0036262327,0.0025351048,0.0018249154090881348,0.003123631267451785,True
