entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
0,0,26278,-11,1.4750745,-3.0555134,1,2,69.784744,751.8065,0.024085237
0,1,26278,11,-1.661608,3.080749,2,2,69.784744,751.8065,0.10118214
4,0,26276,-11,0.16642447,2.5747836,1,2,5.8684487,38.62514,0.59765166
4,1,26276,11,-2.8812065,-2.5692315,2,2,5.8684487,38.62514,0.42923298
6,0,26279,-11,0.4443854,2.223843,1,2,6.8481436,31.526215,0.33851206
6,1,26279,11,-2.5806837,-2.193477,2,2,6.8481436,31.526215,0.101840965
12,0,26271,-11,1.2180698,-2.3915596,1,2,16.525824,91.04313,0.5704558
12,1,26271,11,-1.8835377,2.3910053,2,2,16.525824,91.04313,0.6865889
16,0,26292,-11,-3.0351584,-2.0242321,1,2,19.632719,76.30021,0.9990806
16,1,26292,11,0.15508461,2.0433545,2,2,19.632719,76.30021,0.47699785
17,0,26287,-11,1.3511542,-1.6474562,1,2,90.15056,249.24846,0.994073
17,1,26287,11,-1.7750028,1.7049227,2,2,90.15056,249.24846,0.8354328
18,0,26270,-11,2.502173,-2.3541055,1,2,62.168674,324.18024,0.6760089
18,1,26270,11,-0.6281674,2.3168163,2,2,62.168674,324.18024,0.08382126
19,1,26290,11,0.7900783,2.207823,2,2,58.446457,267.7598,0.45852637
20,0,26291,-11,-0.025364326,1.8801571,1,2,80.6014,270.0439,0.25099716
20,1,26291,11,3.1301498,-1.8781809,2,2,80.6014,270.0439,0.9823532
22,0,26283,-11,-2.9245312,2.307876,1,2,72.03554,369.6083,0.41120517
22,1,26283,11,0.22698893,-2.3298538,2,2,72.03554,369.6083,0.9719894
23,0,26293,-11,-1.0660812,1.7128329,1,2,79.992226,229.64583,0.32531002
23,1,26293,11,2.0921938,-1.7190837,2,2,79.992226,229.64583,0.1093296
24,0,26297,-11,-1.8004037,-1.614564,1,2,16.780952,44.210094,0.5407804
24,1,26297,11,1.4289768,1.6335856,2,2,16.780952,44.210094,0.2676898
26,0,26302,-11,-0.52068543,-3.016302,1,2,33.774914,347.55096,0.38639635
26,1,26302,11,2.6312811,3.027681,2,2,33.774914,347.55096,0.010673747
27,0,26273,-11,-1.9862704,2.7411427,1,2,62.332787,480.8314,0.7799673
27,1,26273,11,1.1628807,-2.7228441,2,2,62.332787,480.8314,0.1347575
28,0,26298,-11,-2.6364655,-2.148243,1,2,28.8686,125.91916,0.9162478
28,1,26298,11,0.53437614,2.1570995,2,2,28.8686,125.91916,0.65746474
30,0,26301,-11,1.3874247,-2.7609904,1,2,15.916064,126.4973,0.4367731
30,1,26301,11,-1.7256304,2.7631948,2,2,15.916064,126.4973,0.31101218
31,0,26300,-11,-1.8161105,1.5954633,1,2,50.388847,132.24661,0.28644708
31,1,26300,11,1.3548464,-1.6445482,2,2,50.388847,132.24661,0.07124801
