event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
17506,211,0.28145033,-2.6770391,2,2,29.66727,216.13043,-1.0,19.732744,-2.680478,0.27965727,32.0,15.0,1.0,23.0,0.040080998,0.037841145,10.921606,0.005487023,0.0046036486,-0.43199676,0.0,-0.0034389496,0.0017930567264556885,0.003878327819072415,True
17506,-211,-2.8433955,2.6714733,1,2,29.66727,216.13043,-1.0,17.645617,2.688438,-2.8669775,40.0,10.0,3.0,34.0,0.04125711,0.043411255,38.049717,0.005519785,0.003907559,-0.7196944,0.0,0.016964674,0.023581981658935547,0.029050129313747168,True
17511,-211,-2.1474404,-2.1734405,1,2,96.25028,424.51752,-1.0,55.24461,-2.171972,-2.147096,32.0,19.0,11.0,33.0,0.016916934,0.016302356,19.384912,0.00400377,0.0036185195,-0.7348858,0.0,0.00146842,0.0003445148468017578,0.0015082930098197598,True
17511,211,0.9854357,2.1547437,2,2,96.25028,424.51752,-1.0,66.533165,2.155754,0.98648655,33.0,13.0,5.0,23.0,0.016302926,0.018081445,11.009556,0.0039277077,0.003705289,-0.4362559,0.0,0.0010104179,0.0010508298873901367,0.0014578024084676996,True
17513,-211,2.4823074,2.2206583,1,2,39.015842,182.06625,-1.0,37.537636,2.2207198,2.4832087,21.0,8.0,15.0,29.0,0.013672428,0.012731535,7.119891,0.0030987088,0.0027659063,-0.600897,0.0,6.151199e-05,0.0009012222290039062,0.0009033190086474546,True
17515,211,0.49054837,-2.6201305,2,2,71.68986,492.09174,-1.0,42.5307,-2.6164231,0.48987028,37.0,19.0,3.0,37.0,0.033685546,0.030119414,27.144657,0.0050040744,0.004356583,-0.78699666,0.0,0.003707409,0.0006780922412872314,0.003768910936784099,True
17515,-211,-2.6436942,2.6081398,1,2,71.68986,492.09174,-1.0,62.16324,2.6094413,-2.6402302,42.0,9.0,1.0,29.0,0.021446867,0.026342252,16.198418,0.0032170385,0.0028659161,-0.52527946,0.0,0.001301527,0.0034639835357666016,0.003700426255398017,True
17520,211,-3.0686488,1.4830086,2,2,78.37408,177.56444,-1.0,39.143658,1.4861829,-3.0696473,39.0,10.0,1.0,7.0,0.008894999,0.009909292,7.7765064,0.0046667196,0.00413306,-999.0,1.0,0.003174305,0.0009984970092773438,0.00332764301615187,True
17525,-211,-2.6717746,2.404151,1,2,47.350098,263.44644,-1.0,26.335747,2.402187,-2.6711736,46.0,8.0,5.0,43.0,0.015866267,0.017513296,43.507927,0.0029493219,0.00271457,-0.6150287,0.0,-0.0019638538,0.0006010532379150391,0.002053773801413053,True
17525,211,0.45599878,-2.3983788,2,2,47.350098,263.44644,-1.0,26.28542,-2.40589,0.45958766,27.0,12.0,5.0,13.0,0.024225038,0.024757603,6.7372847,0.004442436,0.0042452044,-0.37282786,0.0,-0.007511139,0.0035888850688934326,0.008324500216434053,True
17526,211,-2.1101465,1.6963185,2,2,58.81365,167.01321,-1.0,24.533636,1.6951617,-2.1136174,41.0,9.0,3.0,35.0,0.008882767,0.008082781,28.222061,0.0036070268,0.0024218636,-0.6655164,0.0,-0.001156807,0.003470897674560547,0.00365859713238869,True
17526,-211,1.0543785,-1.7123879,1,2,58.81365,167.01321,-1.0,30.580154,-1.711366,1.0540942,27.0,12.0,5.0,13.0,0.011490473,0.011148563,6.454415,0.0045944825,0.004080867,-0.25844443,0.0,0.001021862,0.0002843141555786133,0.0010606774002862396,True
17530,211,-0.67792726,2.5765693,2,2,29.89645,196.31679,-1.0,12.490302,2.5813515,-0.6733601,13.0,8.0,23.0,29.0,0.023996923,0.030737735,9.46805,0.003671518,0.003311929,-0.600897,0.0,0.0047822,0.004567146301269531,0.006612734729835124,True
17532,211,0.052511893,2.4093556,2,2,12.560529,70.35938,-1.0,1.8144935,2.4004073,0.020935925,31.0,2.0,3.0,11.0,0.022353595,0.035725836,19.62138,0.0041322405,0.0034226673,-0.19726355,0.0,-0.008948326,0.031575970351696014,0.032819421733595935,True
17534,211,2.8042014,-2.8867393,2,2,36.73802,331.20663,-1.0,30.369152,-2.8938022,2.8052397,37.0,11.0,5.0,33.0,0.030739194,0.027197052,16.694574,0.0034244051,0.0029125712,-0.52079177,0.0,-0.007062912,0.0010383129119873047,0.007138824794292952,True
17534,-211,-0.32651606,2.8912504,1,2,36.73802,331.20663,-1.0,26.261625,2.8815086,-0.32700512,29.0,15.0,1.0,15.0,0.04610467,0.05130122,8.033113,0.0052785124,0.004547172,-0.22634183,0.0,-0.009741783,0.0004890561103820801,0.009754051145914358,True
