event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
13911,-211,2.4210222,-2.621485,1,2,47.91141,331.4879,-1.0,36.309784,-2.620769,2.4179978,34.0,9.0,3.0,29.0,0.027250463,0.027231274,9.951229,0.004033199,0.0036898237,-0.62181616,0.0,0.000715971,0.0030243396759033203,0.0031079325826215308,True
13911,211,-0.7314465,2.6227674,2,2,47.91141,331.4879,-1.0,27.813385,2.6218803,-0.72783804,40.0,13.0,1.0,13.0,0.034013864,0.03407888,19.866547,0.004946234,0.0044321637,-0.3128922,0.0,-0.00088715553,0.0036084651947021484,0.0037159206128253015,True
13918,211,2.3757467,-2.9000936,2,2,13.510766,122.64171,-1.0,11.672739,-2.8912644,2.3764145,21.0,11.0,3.0,11.0,0.044132356,0.04827533,6.008642,0.004984726,0.0046621175,-0.34989464,0.0,0.008829117,0.0006678104400634766,0.008854336281723687,True
13918,-211,-0.73633367,2.8917546,1,2,13.510766,122.64171,-1.0,15.4441395,2.8909743,-0.7214959,39.0,6.0,5.0,41.0,0.033560757,0.032995593,34.449135,0.0036561901,0.0024010574,-0.5400399,0.0,-0.000780344,0.01483774185180664,0.014858247542488311,True
13927,211,-2.7662761,-1.5595516,2,2,56.106464,138.94392,-1.0,15.847287,-1.5585905,-2.7652798,10.0,6.0,25.0,29.0,0.011200236,0.009182736,7.4802294,0.005381253,0.0041890503,-0.64838773,0.0,0.0009610653,0.0009963512420654297,0.0013843273795389798,True
13927,-211,0.40365526,1.5534327,1,2,56.106464,138.94392,-1.0,51.3402,1.5526123,0.40685523,7.0,7.0,30.0,32.0,0.008006717,0.00813986,5.7331247,0.0038766055,0.0037189284,-0.6634301,0.0,-0.00082039833,0.003199964761734009,0.00330345696162911,True
13929,211,2.8255484,2.5611823,2,2,13.444245,85.1802,-1.0,6.415277,2.5663373,2.826297,27.0,5.0,7.0,27.0,0.023265554,0.0335973,12.314933,0.0035958076,0.002953866,-0.6335887,0.0,0.0051550865,0.0007486343383789062,0.0052091621347799275,True
13929,-211,-0.2733007,-2.505916,1,2,13.444245,85.1802,-1.0,5.342098,-2.5081687,-0.26957792,32.0,4.0,5.0,34.0,0.020745285,0.019229425,20.339834,0.0034399417,0.0027467287,-0.6285565,0.0,-0.0022525787,0.0037227869033813477,0.004351235834443558,True
13931,-211,1.6913648,-1.7308224,1,2,53.40714,155.09413,-1.0,24.589436,-1.7309661,1.6920363,31.0,12.0,5.0,15.0,0.009397088,0.009323358,12.769076,0.0036586688,0.0033686992,0.027882114,1.0,-0.0001436472,0.0006715059280395508,0.0006866984255916854,True
13931,211,-1.4749521,1.7255884,2,2,53.40714,155.09413,-1.0,50.20633,1.7255714,-1.477865,39.0,8.0,3.0,36.0,0.008521463,0.009201817,10.295944,0.0033331618,0.0031333482,-0.46778196,0.0,-1.7046928e-05,0.00291287899017334,0.0029129288712842487,True
13933,211,-0.95079,-1.45344,2,2,43.57181,98.528496,-1.0,39.48122,-1.4702578,-0.96865773,4.0,4.0,41.0,42.0,6.9613066e-08,4.010441e-08,5.8284707,5.0446754e-08,2.2477204e-08,-999.0,1.0,-0.016817808,0.017867743968963623,0.024537623218771294,True
13935,-211,2.827294,2.280613,1,2,5.6820526,27.899279,-1.0,5.259259,2.2428632,2.8573923,47.0,2.0,3.0,48.0,0.030696835,0.011543752,67.69648,0.0059066536,0.0001278259,-0.59788066,0.0,-0.037749767,0.03009819984436035,0.04827987773610659,True
13936,211,-2.4874587,1.9745067,2,2,21.625431,79.14751,-1.0,15.134292,1.9731276,-2.4845746,9.0,6.0,23.0,27.0,0.009578285,0.010329657,6.1942286,0.0028230143,0.0026326748,-0.5995415,0.0,-0.0013791323,0.0028841495513916016,0.0031969242157078594,True
13939,-211,-0.020465795,-2.9485052,1,2,8.216836,78.35742,-1.0,5.580716,-2.9456627,-0.029499985,27.0,3.0,5.0,30.0,0.028928848,0.042345487,14.534288,0.003120465,0.0027942753,-0.49702755,0.0,0.0028424263,0.009034190326929092,0.009470796265732611,True
13941,211,-1.1876048,2.9850438,2,2,38.105083,377.7642,-1.0,17.07392,2.9497724,-1.187224,30.0,14.0,3.0,23.0,0.039482,0.055969648,9.835292,0.0043167695,0.0026789987,-0.19919954,0.0,-0.035271406,0.0003807544708251953,0.035273461381610235,True
13944,211,-0.032692175,-2.35195,2,2,50.450214,272.74664,-1.0,41.88367,-2.3536189,-0.034644097,40.0,13.0,7.0,37.0,0.014368049,0.016155047,26.241722,0.0028224592,0.0023898007,-0.38760462,0.0,-0.00166893,0.0019519217312335968,0.0025681366725783025,True
13944,-211,3.1223142,2.392575,1,2,50.450214,272.74664,-1.0,27.873583,2.38977,3.130546,36.0,15.0,3.0,23.0,0.022698212,0.023392929,19.953875,0.0042602723,0.0039258096,-0.5432945,0.0,-0.0028049946,0.008231878280639648,0.008696655393687776,True
13945,211,-1.2070707,2.422309,2,2,18.784122,106.06364,-1.0,11.807006,2.4169796,-1.2103459,28.0,8.0,5.0,23.0,0.023727423,0.020673305,6.64274,0.004349086,0.0040619,-0.59250754,0.0,-0.0053293705,0.003275156021118164,0.0062553046942400116,True
13945,-211,1.9689984,-2.410303,1,2,18.784122,106.06364,-1.0,7.635606,-2.4289973,1.9690368,33.0,5.0,3.0,27.0,0.028700106,0.021169668,18.197958,0.005111493,0.0035298797,-0.6227262,0.0,-0.018694162,3.838539123535156e-05,0.01869420146002731,True
13948,-211,1.9722005,1.7612423,1,2,62.08013,186.61923,-1.0,29.542973,1.7651523,1.9702914,20.0,12.0,13.0,29.0,0.012671209,0.012474519,7.8038282,0.004712168,0.0039101075,-0.6320221,0.0,0.0039100647,0.0019091367721557617,0.004351253744795888,True
13948,211,-1.1898409,-1.7686108,2,2,62.08013,186.61923,-1.0,35.08355,-1.76789,-1.1912932,29.0,9.0,5.0,29.0,0.010131368,0.01035361,8.146357,0.0037860093,0.0035201856,-0.6380515,0.0,0.0007208586,0.001452326774597168,0.0016213852502060299,True
13949,-211,-2.8093233,-2.32336,1,2,50.65279,263.49942,-1.0,35.250893,-2.3231235,-2.8100426,29.0,15.0,11.0,29.0,0.018623516,0.01790576,18.085924,0.0037196232,0.003122783,-0.4095933,0.0,0.00023651123,0.0007193088531494141,0.0007571940229273917,True
13951,-211,-2.3339553,1.6367906,1,2,15.68116,42.364872,-1.0,19.60827,1.6412959,-2.3293407,7.0,5.0,29.0,29.0,0.006099553,0.0058019324,7.0440006,0.0026122718,0.0022288486,-0.6335887,0.0,0.0045052767,0.004614591598510742,0.006449184016572608,True
13951,211,0.7161742,-1.6658063,2,2,15.68116,42.364872,-1.0,9.655313,-1.6646355,0.71677846,7.0,4.0,23.0,27.0,0.006349344,0.0065472554,3.7084956,0.0026784812,0.0026497657,-0.6335887,0.0,0.0011707544,0.0006042718887329102,0.0013175015912467395,True
