event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
254,211,-0.23434629,-1.7020586,2,2,73.27885,208.17972,-1.0,25.778927,-1.7013608,-0.23738985,12,12,38,45,0.013066922,0.0067087207,22.710405,0.005261706,0.0,-0.5886795,0,0.000697732,0.003043562173843384,0.0031225151074460162,True
254,-211,2.9256833,1.7074847,1,2,73.27885,208.17972,-1.0,29.80812,1.7103308,2.9275665,36,9,9,36,0.0119312415,0.013507092,20.649502,0.004754526,0.0030751429,-0.60237867,0,0.0028461218,0.0018832683563232422,0.003412786076844082,True
255,211,2.8505535,1.4452571,2,2,84.033104,186.97342,-1.0,7.9542785,1.4505558,2.8574524,10,2,40,41,0.0051925885,0.00236852,21.21907,0.0028734994,1.9423963e-08,-999.0,1,0.0052987337,0.0068988800048828125,0.008698915171428866,True
256,-211,-2.1592343,1.682644,1,2,88.03451,247.51784,-1.0,44.26197,1.6852407,-2.1601396,16,13,23,29,0.010871744,0.010963821,14.698927,0.004453842,0.0036474767,-0.524867,0,0.002596736,0.0009052753448486328,0.002750011141691673,True
256,211,0.96681696,-1.7048439,2,2,88.03451,247.51784,-1.0,35.84336,-1.7037518,0.9646638,24,9,17,25,0.01172113,0.010695848,22.055765,0.004721857,0.003764253,-0.7083547,0,0.0010920763,0.002153158187866211,0.002414274387103823,True
261,211,-0.054392356,-1.9336104,2,2,41.465565,146.00278,-1.0,24.130442,-1.9307086,-0.055776983,31,9,3,31,0.012953234,0.015935326,12.975842,0.003999275,0.0038097876,-0.7083547,0,0.0029017925,0.0013846270740032196,0.0032152126519623347,True
261,-211,3.1128428,1.9286599,1,2,41.465565,146.00278,-1.0,14.97159,1.9306067,3.1098566,33,9,1,29,0.016921232,0.017451996,12.7411785,0.0052298876,0.00404413,-0.64109355,0,0.0019468069,0.0029861927032470703,0.0035647446046092298,True
262,-211,-1.4049048,-1.5919284,1,2,50.07367,128.00856,-1.0,26.944735,-1.59247,-1.4043702,38,9,1,30,0.009631801,0.011455061,17.591766,0.0043905736,0.0038065526,-0.6084503,0,-0.000541687,0.0005346536636352539,0.0007611040393424466,True
268,211,-1.4001838,1.5072266,2,2,5.688733,13.143665,-1.0,5.1207876,1.5384729,-1.3843193,1,1,31,31,0.0,0.0,0.0,2.9802322e-08,2.9802322e-08,-0.68393934,0,0.031246305,0.01586449146270752,0.03504302528851947,True
270,-211,1.4418778,2.2155137,1,2,4.4778795,20.056961,-1.0,1.0198017,2.207,1.4327685,29,2,5,5,0.011905339,0.017194835,22.890018,0.0027098707,0.0024058323,-0.44594932,0,-0.008513689,0.00910937786102295,0.012468506951214823,True
270,211,-1.8831695,-2.148169,2,2,4.4778795,20.056961,-1.0,3.0899146,-2.1489825,-1.8903139,11,6,17,21,0.013360835,0.01296937,3.1838348,0.0032448238,0.002857586,-0.25288472,0,-0.0008134842,0.007144331932067871,0.007190496178013513,True
272,-211,0.56297654,2.3403974,1,2,92.44214,476.56476,-1.0,53.47573,2.340567,0.56161666,40,18,1,29,0.021200689,0.023789588,17.696585,0.0041898284,0.0038809774,-0.63103795,0,0.00016975403,0.0013598799705505371,0.0013704342247753093,True
272,211,-2.586267,-2.307151,2,2,92.44214,476.56476,-1.0,54.423523,-2.3090768,-2.5851247,40,23,3,33,0.020985262,0.022051705,23.797358,0.0042851963,0.0037599965,-0.7683773,0,-0.0019257069,0.001142263412475586,0.002238998117550706,True
