event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
72001,-11,-1.530431,-2.036749,1,2,74.65015,295.01123,0.83152604,78.60754,-2.0372512,-1.5295856,25.0,13.0,1.0,9.0,0.013770376,0.020742666,4.5038986,0.0037682496,0.003516073,0.17458433,1.0,-0.00050234795,0.0008454322814941406,0.0009834171045952898,True
72006,11,-2.7732077,2.3005476,2,2,29.635931,148.30026,0.10980989,27.691563,2.2996883,-2.7707183,21.0,11.0,3.0,9.0,0.01676377,0.016729176,4.7291884,0.0034304836,0.0029532863,-0.020048046,1.0,-0.00085926056,0.002489328384399414,0.002633454862679549,True
72006,-11,0.3437213,-2.2860823,1,2,29.635931,148.30026,0.16777688,29.37478,-2.2891672,0.33790416,41.0,11.0,3.0,9.0,0.016665693,0.020093653,22.775238,0.0034764162,0.0030071847,-0.020048046,1.0,-0.003084898,0.005817145109176636,0.006584510100124874,True
72007,-11,-0.7436428,-2.5220227,1,2,52.188057,325.66898,0.30514988,50.91694,-2.5217156,-0.7480419,23.0,12.0,1.0,11.0,0.027005138,0.027309764,5.2018933,0.004378558,0.0036905238,0.18189266,1.0,0.00030708313,0.004399120807647705,0.0044098258388441626,True
72007,11,2.4091368,2.513391,2,2,52.188057,325.66898,0.14407717,52.45155,2.512359,2.4077735,19.0,10.0,3.0,9.0,0.023744745,0.022448538,5.100764,0.0038855302,0.0035121294,-0.15134355,1.0,-0.001032114,0.0013632774353027344,0.0017099077979463308,True
72008,-11,2.5488677,-1.9737103,1,2,63.559044,231.34866,0.26574853,61.00879,-1.973802,2.5509057,21.0,11.0,3.0,9.0,0.01414334,0.014292179,4.7200933,0.004164883,0.003929962,-0.26607943,0.0,-9.1671944e-05,0.0020380020141601562,0.002040062733098198,True
72009,-11,-1.759666,2.073968,1,2,73.27985,295.04242,0.47167504,71.084694,2.0732605,-1.7589215,23.0,12.0,3.0,9.0,0.0146814715,0.0144337015,5.313133,0.0038722323,0.0036789114,-0.04140998,0.0,-0.0007073879,0.0007444620132446289,0.0010269475957711853,True
72009,11,1.394454,-2.066439,2,2,73.27985,295.04242,0.06513337,71.913666,-2.0666811,1.3942591,23.0,12.0,3.0,9.0,0.012500934,0.01473464,4.8970413,0.0033223417,0.0031611847,0.034945562,1.0,-0.00024223328,0.00019490718841552734,0.0003109111967678683,True
72010,11,-2.6148496,-2.593116,2,2,29.303122,193.80539,0.0037416865,31.863089,-2.590017,-2.6173487,23.0,12.0,1.0,9.0,0.024426423,0.027034288,5.152568,0.0037121435,0.0035147057,0.12014599,1.0,0.0030989647,0.002499103546142578,0.0039810928730737,True
72011,-11,0.38178447,-2.564783,1,2,52.57951,337.69223,0.9987565,53.580235,-2.5651584,0.38202232,23.0,12.0,3.0,11.0,0.025351528,0.030869424,4.926538,0.0039354065,0.003740921,0.01021143,0.0,-0.00037527084,0.0002378523349761963,0.0004442993801922617,True
72011,11,-2.7490745,2.529232,2,2,52.57951,337.69223,0.32053357,53.4774,2.5297327,-2.7479184,23.0,12.0,1.0,9.0,0.026049742,0.025670666,4.6194234,0.004216872,0.0038516608,0.048200652,0.0,0.000500679,0.0011560916900634766,0.0012598521631564511,True
72012,-11,2.0148714,-2.542569,1,2,5.819382,37.724663,0.12819986,8.751563,-2.547946,2.0200963,23.0,8.0,3.0,11.0,0.035343867,0.030941973,5.2241507,0.005538448,0.0046125534,-0.6156474,0.0,-0.005377054,0.005224943161010742,0.007497515849524752,True
72012,11,-1.0304703,2.5709336,2,2,5.819382,37.724663,0.80616486,5.1719766,2.5702076,-1.0240843,13.0,7.0,3.0,7.0,0.0358742,0.043040693,3.537243,0.0054821493,0.0050542266,-0.6887337,0.0,-0.0007259846,0.006385922431945801,0.006427056784220243,True
72013,-11,1.7055005,-2.7006788,1,2,43.66443,328.88806,0.39221182,49.676224,-2.7078807,1.7018884,32.0,13.0,1.0,9.0,0.028081382,0.0300988,7.0255847,0.0038014038,0.0035099462,0.18665823,1.0,-0.00720191,0.003612041473388672,0.008056944300990892,True
72013,11,-1.425072,2.715175,2,2,43.66443,328.88806,0.8632775,48.68839,2.7148383,-1.4207634,28.0,13.0,3.0,11.0,0.0319492,0.03789132,6.003118,0.0042485557,0.003791908,0.12202696,0.0,-0.00033664703,0.004308581352233887,0.004321713143431758,True
72014,11,-2.1763334,-2.7708764,2,2,72.66595,585.6436,0.9772079,80.137695,-2.7792692,-2.1663938,27.0,14.0,1.0,9.0,0.035733283,0.031774152,5.6481104,0.004451094,0.003989394,0.04324327,0.0,-0.008392811,0.00993967056274414,0.013009086215201804,True
72014,-11,0.9590492,2.7813835,1,2,72.66595,585.6436,0.9064679,74.75412,2.7833333,0.95357907,25.0,13.0,3.0,11.0,0.03512292,0.039517045,6.3277936,0.004347046,0.0039850897,0.011721241,0.0,0.0019497871,0.005470156669616699,0.005807261306419967,True
72017,11,0.017358702,-2.865037,2,2,28.715355,249.10983,0.40989608,33.923897,-2.8707697,0.024441127,25.0,11.0,1.0,9.0,0.040772174,0.05006428,4.9463406,0.0046671717,0.0041348427,-0.095921226,0.0,-0.0057327747,0.007082425057888031,0.009111830341072361,True
72017,-11,-3.1387494,2.8357406,1,2,28.715355,249.10983,0.9010585,35.21589,2.8388917,-3.1404986,25.0,13.0,3.0,9.0,0.037247285,0.044873577,6.7205873,0.0043303166,0.00387687,0.09930492,0.0,0.0031511784,0.001749277114868164,0.0036041497505234213,True
