event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
17009,-11,0.89540046,-2.5500512,1,2,18.670721,120.64099,0.29649916,20.522501,-2.5525646,0.900964,17.0,9.0,3.0,9.0,0.027305448,0.025582684,5.390032,0.0042958003,0.0037013718,-0.27888405,0.0,-0.0025134087,0.005563557147979736,0.0061049480757900745,True
17009,11,-2.2161343,2.5559678,2,2,18.670721,120.64099,0.025874427,20.836544,2.5605426,-2.2190974,36.0,10.0,1.0,9.0,0.023294942,0.026330205,9.902762,0.003646135,0.0034101845,-0.005448497,1.0,0.0045747757,0.0029630661010742188,0.005450535063342863,True
17012,11,-0.3961862,-1.8057411,2,2,50.55975,155.64888,0.028670067,49.36539,-1.8060061,-0.39533818,21.0,11.0,3.0,9.0,0.010210298,0.010586615,4.6507063,0.0036292088,0.0034998893,-0.07130369,1.0,-0.00026500225,0.0008480250835418701,0.0008884665076282259,True
17012,-11,2.7210279,1.7747972,1,2,50.55975,155.64888,0.9972888,48.865635,1.7763257,2.7330568,19.0,10.0,7.0,13.0,0.00945743,0.010100473,4.3211145,0.0034932084,0.003200262,-0.049455203,0.0,0.0015285015,0.012028932571411133,0.012125656090236116,True
17014,-11,1.0027475,-1.6861728,1,2,64.807236,183.27425,0.0,63.24924,-1.6881778,1.0021322,25.0,10.0,3.0,9.0,0.0089035425,0.009946686,4.554775,0.003640867,0.0034102616,-0.10801284,1.0,-0.002004981,0.0006153583526611328,0.0020972874740672726,True
17014,11,-2.117917,1.7138462,2,2,64.807236,183.27425,0.0068883053,61.812153,1.7146289,-2.1165197,21.0,11.0,3.0,11.0,0.010112408,0.010357941,4.6258187,0.0039847866,0.00379263,-0.08502101,0.0,0.0007827282,0.0013973712921142578,0.001601658501544926,True
17015,11,0.38348287,-2.1468992,2,2,74.544685,329.04666,0.24451661,75.61925,-2.1476104,0.38347095,27.0,12.0,1.0,9.0,0.014720369,0.016224613,4.9357753,0.0035856278,0.0033336487,0.12991391,1.0,-0.0007112026,1.1920928955078125e-05,0.0007113025216591549,True
17015,-11,-2.7693596,2.1831918,1,2,74.544685,329.04666,0.53842145,75.8186,2.1841006,-2.7715967,25.0,13.0,3.0,9.0,0.017553164,0.016388645,5.6310377,0.004104234,0.003749002,-0.026193617,0.0,0.0009088516,0.002237081527709961,0.002414652156154924,True
17016,-11,0.70286554,-2.9733708,1,2,65.4735,647.51654,0.5251081,62.830673,-2.9605188,0.699519,25.0,13.0,3.0,11.0,0.032919597,0.03727216,6.4915223,0.003544956,0.0030710357,0.22185771,1.0,0.0128519535,0.003346562385559082,0.013280519073329385,True
17016,11,-2.4331772,2.99087,2,2,65.4735,647.51654,0.46771163,42.655354,2.9700394,-2.437745,25.0,13.0,1.0,11.0,0.03997444,0.048273966,5.153535,0.004248306,0.003129355,0.22185771,1.0,-0.020830631,0.004567861557006836,0.021325584789151995,True
17017,11,0.34278056,-1.5071785,2,2,68.12103,161.5111,0.97873366,58.83799,-1.5074232,0.34423298,19.0,10.0,1.0,7.0,0.00761205,0.008971257,4.002193,0.003907499,0.0037586465,-0.055741865,0.0,-0.00024461746,0.001452416181564331,0.0014728715039889365,True
17017,-11,-2.8233178,1.5101957,1,2,68.12103,161.5111,0.9686626,50.6805,1.5108476,-2.8226948,17.0,9.0,1.0,5.0,0.0077758743,0.015713181,3.5509784,0.003978513,0.0038929055,-0.3447011,0.0,0.0006518364,0.0006229877471923828,0.000901667576960699,True
17018,-11,3.1394713,-1.6143895,1,2,70.045235,180.42822,0.30431056,64.7951,-1.6149977,3.1392004,19.0,10.0,1.0,9.0,0.0074936002,0.008508085,4.141446,0.00335786,0.0032132894,-0.005448497,1.0,-0.0006082058,0.000270843505859375,0.0006657856217193417,True
17018,11,0.01947445,1.5845909,2,2,70.045235,180.42822,0.13105579,68.93229,1.5863483,0.020206444,19.0,10.0,3.0,7.0,0.007904347,0.008706477,4.750916,0.0036705274,0.003507175,-0.15134355,1.0,0.0017573833,0.0007319934666156769,0.0019037359599174113,True
