entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
4,1,9333,211,-2.2145576,1.587032,2,2,38.25302,97.6423,-1.0
6,0,9330,-211,0.4420288,-1.9474707,1,2,27.35693,99.29426,-1.0
6,1,9330,211,-2.7371378,1.9783567,2,2,27.35693,99.29426,-1.0
8,0,9326,-211,1.6764785,-1.6482724,1,2,41.310417,110.691956,-1.0
8,1,9326,211,-1.5000882,1.6358489,2,2,41.310417,110.691956,-1.0
12,0,9335,-211,-2.3567638,1.6397784,1,2,55.516953,148.05354,-1.0
12,1,9335,211,0.7586769,-1.6340189,2,2,55.516953,148.05354,-1.0
15,0,9329,-211,-2.0688682,2.4487827,1,2,34.993458,206.17513,-1.0
15,1,9329,211,1.0551208,-2.4702253,2,2,34.993458,206.17513,-1.0
17,0,9349,-211,-2.549187,-1.6974603,1,2,8.717245,25.027496,-1.0
17,1,9349,211,0.43941614,1.7368369,2,2,8.717245,25.027496,-1.0
21,0,9331,-211,-0.1891644,-1.8469579,1,2,50.55652,163.96237,-1.0
21,1,9331,211,2.9294264,1.8431448,2,2,50.55652,163.96237,-1.0
24,0,9342,-211,-2.1975996,-2.0516672,1,2,22.749088,89.66228,-1.0
24,1,9342,211,0.9026352,2.0448337,2,2,22.749088,89.66228,-1.0
28,0,9336,-211,2.5584755,2.9388683,1,2,20.86567,195.343,-1.0
28,1,9336,211,-0.6016128,-2.9151704,2,2,20.86567,195.343,-1.0
37,1,9351,211,2.2093449,1.7497325,2,2,58.788727,175.26733,-1.0
38,0,9369,-211,2.245624,-2.1247187,1,2,13.471736,56.433968,-1.0
38,1,9369,211,-0.9614025,2.0979474,2,2,13.471736,56.433968,-1.0
42,0,9339,-211,-1.3605467,-2.208379,1,2,79.071,360.83444,-1.0
42,1,9339,211,1.7709123,2.1897094,2,2,79.071,360.83444,-1.0
43,0,9328,-211,-2.9920723,-2.5905836,1,2,95.60696,636.05786,-1.0
43,1,9328,211,0.14380953,2.5744746,2,2,95.60696,636.05786,-1.0
44,1,9346,211,2.284523,-3.0019476,2,2,67.3204,664.2744,-1.0
46,0,9353,-211,-2.886974,2.9152155,1,2,51.492493,480.25467,-1.0
46,1,9353,211,0.2470986,-2.9311357,2,2,51.492493,480.25467,-1.0
51,1,9376,211,0.6129719,2.4869113,2,2,48.421078,292.81168,-1.0
52,0,9370,-211,-0.8736478,2.450447,1,2,84.51921,496.8777,-1.0
52,1,9370,211,2.260572,-2.464003,2,2,84.51921,496.8777,-1.0
54,1,9364,211,-0.54201156,2.8463275,2,2,34.56508,307.31787,-1.0
56,0,9383,-211,-1.2184967,1.8094349,1,2,21.848867,68.58208,-1.0
56,1,9383,211,1.8678819,-1.812069,2,2,21.848867,68.58208,-1.0
57,0,9381,-211,-0.33940342,-1.8425177,1,2,51.67719,165.57555,-1.0
57,1,9381,211,2.7794068,1.8221724,2,2,51.67719,165.57555,-1.0
59,0,9384,-211,3.0347197,-1.4737468,1,2,32.90556,74.61951,-1.0
59,1,9384,211,-0.16049513,1.4453498,2,2,32.90556,74.61951,-1.0
60,0,9375,-211,2.5277448,2.4789317,1,2,59.919468,366.61578,-1.0
71,0,9356,-211,0.44271567,2.4563594,1,2,86.8672,500.3048,-1.0
71,1,9356,211,-2.706122,-2.4167764,2,2,86.8672,500.3048,-1.0
75,0,9396,-211,0.70607334,-2.7341053,1,2,6.4652505,50.029663,-1.0
78,0,9410,-211,-0.12352399,-3.026868,1,2,35.59709,370.77155,-1.0
78,1,9410,211,3.0084145,3.0415084,2,2,35.59709,370.77155,-1.0
79,0,9406,-211,-2.5802135,-1.944487,1,2,14.363355,50.91713,-1.0
81,0,9407,-211,1.8962735,1.903882,1,2,79.51612,272.93082,-1.0
81,1,9407,211,-1.2590139,-1.9050866,2,2,79.51612,272.93082,-1.0
82,0,9413,-211,-2.405965,2.954057,1,2,20.22717,196.27744,-1.0
82,1,9413,211,0.71730006,-2.9720206,2,2,20.22717,196.27744,-1.0
86,0,9403,-211,2.95857,2.5933843,1,2,41.842022,280.65637,-1.0
86,1,9403,211,-0.1959564,-2.588183,2,2,41.842022,280.65637,-1.0
88,0,9390,-211,-0.039316982,-2.675564,1,2,53.262394,390.39832,-1.0
88,1,9390,211,3.093,2.6852632,2,2,53.262394,390.39832,-1.0
91,0,9411,-211,1.2150283,-2.5042317,1,2,57.038113,354.29346,-1.0
91,1,9411,211,-1.9367299,2.5218775,2,2,57.038113,354.29346,-1.0
98,0,9431,-211,1.6766709,-3.0347033,1,2,80.58702,824.7767,-1.0
98,1,9431,211,-1.469191,2.9986815,2,2,80.58702,824.7767,-1.0
101,0,9389,-211,-1.3067148,-2.1478057,1,2,73.2043,321.66812,-1.0
101,1,9389,211,1.8234634,2.1727867,2,2,73.2043,321.66812,-1.0
102,0,9421,-211,2.3959823,-2.9562962,1,2,13.974738,137.99278,-1.0
102,1,9421,211,-0.7717052,3.0054193,2,2,13.974738,137.99278,-1.0
103,0,9416,-211,-2.5532541,2.16578,1,2,27.50907,121.994156,-1.0
