event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,deta,dphi,deltar,matches
6,-211,-1.6420444,-1.8661853,1,2,8.201076,27.033916,-1.0,7.644664,-1.8683821,-1.640651,38.0,13.0,3.0,13.0,0.021388091,0.037507948,26.540562,0.00703064,0.0026107836,-0.0021967888,0.001393437385559082,0.0026014512293117253,True
6,211,1.3602672,1.8596137,2,2,8.201076,27.033916,-1.0,8.246399,1.8751376,1.3252354,41.0,6.0,3.0,33.0,0.030318169,0.03585962,30.646025,0.0099542765,0.002657019,0.0155239105,0.035031795501708984,0.038317339291043584,True
8,211,2.1437995,2.7542214,2,2,82.653244,655.7478,-1.0,84.82168,2.749272,2.142782,52.0,14.0,1.0,44.0,0.025399622,0.021560205,31.814466,0.0033206725,0.0026481908,-0.0049493313,0.0010175704956054688,0.005052853720492622,True
8,-211,-0.9923241,-2.7663665,1,2,82.653244,655.7478,-1.0,82.68451,-2.7747262,-0.993188,45.0,11.0,1.0,36.0,0.029575596,0.025614597,15.556268,0.003685445,0.0030384604,-0.008359671,0.0008639097213745117,0.00840419156561305,True
12,-211,1.2155102,-1.7669673,1,2,77.218575,231.89604,-1.0,45.576138,-1.7687488,1.2142652,46.0,18.0,1.0,17.0,0.02137344,0.019293072,31.121286,0.007916298,0.0038167052,-0.0017814636,0.0012450218200683594,0.0021734056162358716,True
12,211,-1.9424641,1.7607591,2,2,77.218575,231.89604,-1.0,78.60265,1.7597368,-1.9440378,38.0,21.0,3.0,29.0,0.01498678,0.013157787,11.174004,0.0055705574,0.0029114052,-0.0010223389,0.0015736818313598633,0.0018766063161234309,True
16,-211,-1.8103721,1.7970215,1,2,24.830982,77.435684,-1.0,12.066197,1.7880054,-1.797902,41.0,8.0,3.0,40.0,0.023749722,0.025917234,27.017538,0.008584623,0.002827683,-0.009016156,0.012470126152038574,0.015388148662190574,True
16,211,1.2822757,-1.8107082,2,2,24.830982,77.435684,-1.0,17.32753,-1.8097758,1.2764981,31.0,12.0,3.0,25.0,0.01258026,0.019987153,8.957062,0.004465296,0.0028318916,0.00093233585,0.005777597427368164,0.00585233988780427,True
18,211,0.4665992,1.6270097,2,2,80.97799,209.89801,-1.0,58.99772,1.6263944,0.46320108,39.0,21.0,1.0,34.0,0.012693285,0.015988719,20.901682,0.005615024,0.0034370394,-0.00061535835,0.003398120403289795,0.003453387927448091,True
18,-211,-2.656436,-1.5857745,1,2,80.97799,209.89801,-1.0,64.21283,-1.587209,-2.6588104,41.0,22.0,5.0,32.0,0.015495051,0.016706882,23.373531,0.007253378,0.0034167608,-0.0014344454,0.002374410629272461,0.0027740691003894447,True
