event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
11781,11,-2.6829398,-1.8884788,2,2,32.97874,111.49899,0.7012827,33.804943,-1.8892103,-2.6833212,19.0,10.0,3.0,9.0,0.011548313,0.014302871,4.63306,0.0037350897,0.0034308773,-0.14163345,1.0,-0.0007315874,0.0003814697265625,0.0008250692555804196,True
11781,-11,0.4249605,1.8889606,1,2,32.97874,111.49899,0.9209339,30.694693,1.8896354,0.4259295,21.0,9.0,3.0,9.0,0.009995171,0.01133078,4.3113956,0.0032247964,0.0030970578,-0.2070413,1.0,0.0006748438,0.0009689927101135254,0.0011808306383401712,True
11782,-11,-0.34063366,-2.6010933,1,2,94.59678,626.62085,0.42204767,91.84343,-2.6048336,-0.333859,27.0,14.0,1.0,11.0,0.0264886,0.024460511,5.7433953,0.003964365,0.0037601546,0.20730595,1.0,-0.0037403107,0.0067746639251708984,0.007738604215182354,True
11782,11,2.8066878,2.55568,2,2,94.59678,626.62085,0.15172474,96.420204,2.5564713,2.8073096,27.0,14.0,1.0,11.0,0.022481447,0.025420427,6.182543,0.0035527349,0.003382671,0.24565427,1.0,0.00079131126,0.000621795654296875,0.0010063813155539167,True
11783,11,-1.4738339,-2.0847683,2,2,25.994312,106.14287,0.062061712,24.811253,-2.0869672,-1.4702488,19.0,10.0,3.0,9.0,0.012814273,0.018729609,5.144832,0.0033299439,0.0030161073,-0.10079757,1.0,-0.0021989346,0.0035851001739501953,0.004205740883343096,True
11783,-11,1.6329353,2.0847566,1,2,25.994312,106.14287,0.16873373,24.149658,2.0839841,1.629841,17.0,9.0,3.0,11.0,0.015194246,0.014209261,4.766244,0.003972713,0.003754783,-0.26850703,0.0,-0.0007724762,0.003094315528869629,0.0031892801799210035,True
11786,-11,-0.8217696,-1.8072431,1,2,45.22841,143.55562,0.38324827,42.848232,-1.8080012,-0.82101077,23.0,12.0,1.0,9.0,0.0092286235,0.012036961,5.1428857,0.0032839999,0.0031038634,0.12991391,1.0,-0.0007580519,0.000758826732635498,0.0010725952810721868,True
11786,11,2.346134,1.8377839,2,2,45.22841,143.55562,0.545417,41.329426,1.8374647,2.346148,21.0,11.0,1.0,9.0,0.010255139,0.013169238,4.196696,0.003519667,0.0033454986,0.07549782,1.0,-0.00031924248,1.4066696166992188e-05,0.0003195522356804803,True
11787,-11,-0.63895357,-2.0415893,1,2,82.614555,326.75082,0.3065601,81.03195,-2.0428894,-0.6351766,25.0,13.0,1.0,9.0,0.014868805,0.018297179,4.7023206,0.004054765,0.0037366205,0.17458433,1.0,-0.0013000965,0.0037769675254821777,0.003994462989164403,True
11787,11,2.514011,2.0620968,2,2,82.614555,326.75082,0.52581537,76.82479,2.0639932,2.5135572,23.0,12.0,3.0,11.0,0.015174573,0.016206449,4.956202,0.004044083,0.0038091047,-0.030207045,0.0,0.0018963814,0.00045371055603027344,0.0019499014334416413,True
