event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
1,-11,-1.8898735,-2.5126245,1,2,98.20494,620.438,0.14633566,106.83555,-2.5089564,-1.888181,25.0,13.0,3.0,11.0,0.025210202,0.025262207,4.4718766,0.004177448,0.0037838647,0.036610663,0.0,0.0036680698,0.0016925334930419922,0.0040397284457634386,True
1,11,1.2575738,2.5480914,2,2,98.20494,620.438,0.48511842,99.12486,2.5489352,1.2530551,25.0,13.0,3.0,11.0,0.025237808,0.02518149,5.56243,0.004012551,0.0038180822,0.014501948,0.0,0.00084376335,0.004518747329711914,0.0045968482706102605,True
2,-11,-0.8882352,-2.3861444,1,2,88.76176,486.87314,0.18105768,94.17443,-2.3864715,-0.8886443,23.0,12.0,3.0,11.0,0.020691454,0.020411894,5.0225306,0.0038858813,0.0036286486,0.01021143,1.0,-0.0003271103,0.00040906667709350586,0.0005237715995328554,True
2,11,2.2608511,2.3874207,2,2,88.76176,486.87314,0.08117507,89.99224,2.3864596,2.2583642,25.0,13.0,3.0,11.0,0.021402406,0.019339222,5.230639,0.0040221764,0.003784466,0.036610663,0.0,-0.0009610653,0.0024869441986083984,0.0026661841540238556,True
7,11,2.6179411,-1.8927026,2,2,26.968918,91.581436,0.07532551,24.096663,-1.8955737,2.6230912,21.0,9.0,3.0,11.0,0.011768034,0.013883385,4.884553,0.0037741237,0.0036247454,-0.23060292,0.0,-0.0028711557,0.0051500797271728516,0.005896342643735392,True
7,-11,-0.5646483,1.8939729,1,2,26.968918,91.581436,0.06374758,26.369156,1.895095,-0.56538814,21.0,11.0,3.0,7.0,0.010974403,0.012478528,4.3674865,0.0035204547,0.0033257299,-0.020048046,1.0,0.001122117,0.0007398724555969238,0.0013440825471310379,True
8,-11,2.3114579,-2.2561233,1,2,6.4109654,31.082659,0.79605323,0.50926375,-2.3034441,2.3229666,1.0,1.0,21.0,21.0,0.015412387,0.009822172,3.0517578e-05,0.003148477,0.003148477,-0.25288472,0.0,-0.047320843,0.011508703231811523,0.04870023069346111,True
8,11,-0.71220577,2.2670069,2,2,6.4109654,31.082659,0.758386,7.628312,2.270011,-0.71185243,17.0,9.0,1.0,9.0,0.018960835,0.022867495,4.720056,0.0039917296,0.0033690613,-0.11388937,1.0,0.003004074,0.0003533363342285156,0.003024782263804773,True
10,-11,2.8469603,2.5056684,1,2,32.816578,202.04462,0.34383592,33.98999,2.5049958,2.8430595,25.0,11.0,1.0,11.0,0.023387546,0.02431799,5.4556413,0.0039107823,0.0035426132,0.12821923,1.0,-0.0006725788,0.003900766372680664,0.003958325473241273,True
10,11,-0.27664274,-2.5024424,2,2,32.816578,202.04462,0.4632612,38.232594,-2.508786,-0.27527106,21.0,11.0,1.0,9.0,0.031859715,0.032756638,5.402111,0.00515587,0.0041597867,-0.2770141,0.0,-0.006343603,0.0013716816902160645,0.006490209021679086,True
