event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem,cl3d_pt,cl3d_eta,cl3d_phi,cl3d_showerlength,cl3d_coreshowerlength,cl3d_firstlayer,cl3d_maxlayer,cl3d_seetot,cl3d_spptot,cl3d_szz,cl3d_srrtot,cl3d_srrmean,cl3d_bdteg,cl3d_quality,deta,dphi,deltar,matches
10269,-11,-1.4882083,-1.7639649,1,2,54.650898,162.96361,0.57745916,26.480474,-1.7653867,-1.5027838,32.0,8.0,1.0,7.0,0.010764908,0.018943576,6.5243807,0.0040195775,0.003736433,-0.12367241,1.0,-0.0014218092,0.014575481414794922,0.014644664552320554,True
10269,11,1.67678,1.7487996,2,2,54.650898,162.96361,0.7606893,28.717722,1.7488247,1.6921978,27.0,9.0,1.0,9.0,0.010170749,0.020669818,4.307891,0.0038751597,0.0035339892,-0.12367241,1.0,2.515316e-05,0.015417814254760742,0.01541783477261857,True
10271,11,-1.734248,-2.9906924,2,2,65.88274,664.60254,0.11640284,40.23182,-2.9707022,-1.728288,25.0,13.0,3.0,13.0,0.0288959,0.040696356,5.8332434,0.0030707328,0.0025108273,0.21609752,1.0,0.019990206,0.005959987640380859,0.020859764915314515,True
10272,11,-2.2586522,-2.1212285,2,2,8.1012125,34.214714,0.47581017,5.255121,-2.1234372,-2.2406316,13.0,7.0,3.0,9.0,0.013480474,0.024767755,3.9837754,0.0033429393,0.0031821376,-0.2070413,1.0,-0.0022087097,0.0180206298828125,0.018155481265623,True
10273,-11,1.9497465,2.298214,1,2,73.1556,371.37466,0.28335148,68.70706,2.2984543,1.9478945,25.0,13.0,1.0,9.0,0.017980827,0.02056834,4.962546,0.0036884467,0.0033985476,0.17458433,1.0,0.00024032593,0.0018520355224609375,0.0018675631523454692,True
10273,11,-1.1819752,-2.3177447,2,2,73.1556,371.37466,0.5514594,69.78459,-2.3239405,-1.1835177,23.0,12.0,1.0,11.0,0.021224208,0.020902371,4.5664363,0.004264434,0.0040415507,-0.10438257,0.0,-0.0061957836,0.0015424489974975586,0.0063848949093610425,True
10274,11,-1.2411182,-1.6859404,2,2,72.85559,202.57013,0.45417896,66.860214,-1.6865493,-1.2415235,21.0,11.0,3.0,9.0,0.0101338,0.012874777,4.6948466,0.0041436125,0.0038056895,-0.13602386,0.0,-0.00060892105,0.00040531158447265625,0.0007314795464601875,True
10274,-11,1.8815001,1.6775575,1,2,72.85559,202.57013,0.999393,72.08882,1.6781341,1.8851906,25.0,13.0,1.0,11.0,0.00826182,0.009358792,5.13129,0.0034147962,0.00326119,0.24565427,1.0,0.00057661533,0.003690481185913086,0.0037352558964896636,True
10275,11,-1.4372789,-1.9701107,2,2,82.31319,299.6711,0.8695971,77.1819,-1.9707584,-1.4357277,27.0,14.0,1.0,15.0,0.013130011,0.013360997,5.3881845,0.0038729352,0.0036730242,0.18115827,1.0,-0.0006477833,0.0015511512756347656,0.0016809799097544634,True
10275,-11,1.691879,1.9616865,1,2,82.31319,299.6711,0.9960195,80.06874,1.9641987,1.6922026,25.0,13.0,1.0,9.0,0.013081383,0.013457972,5.137161,0.003890741,0.0037107219,0.17458433,1.0,0.0025122166,0.0003235340118408203,0.0025329639327226414,True
10277,-11,0.5720212,-1.5801921,1,2,7.0670457,17.635761,0.9575323,1.0244169,-1.5803847,0.5401071,5.0,3.0,7.0,9.0,0.0055838833,0.011183802,1.9538852,0.0025831321,0.0024805753,-0.2878158,0.0,-0.00019264221,0.0319141149520874,0.031914696366985226,True
10278,11,-1.4435647,-1.5611495,2,2,39.253994,96.5689,0.49682245,32.388287,-1.5599012,-1.4366014,19.0,10.0,3.0,9.0,0.007929729,0.008330738,4.045392,0.0037952454,0.0036988647,-0.17569253,0.0,0.0012482405,0.006963253021240234,0.00707424885742357,True
10278,-11,1.6573094,1.5375937,1,2,39.253994,96.5689,0.22698368,34.50225,1.5391468,1.6554576,19.0,10.0,1.0,7.0,0.0077349413,0.012868774,4.125594,0.0038088849,0.0037095745,-0.015370472,1.0,0.0015530586,0.001851797103881836,0.0024168457965615137,True
10279,11,-2.28405,1.509365,2,2,11.410047,26.972984,0.854018,4.357585,1.5089197,-2.2455676,11.0,6.0,3.0,5.0,0.0069670184,0.009995101,3.2245593,0.003565321,0.0031105245,-0.3146899,0.0,-0.0004452467,0.0384824275970459,0.038485003291965546,True
10279,-11,0.71061283,-1.503125,1,2,11.410047,26.972984,0.93833977,1.9218472,-1.505431,0.7051728,7.0,4.0,3.0,7.0,0.004884093,0.00825838,2.3720198,0.002514414,0.0023329305,-0.38294584,0.0,-0.0023061037,0.005440056324005127,0.005908665424495113,True
10281,11,-1.004915,-2.8045475,2,2,69.55388,581.82947,0.98259884,75.460205,-2.805619,-1.007427,25.0,13.0,3.0,15.0,0.03429207,0.03547769,6.098884,0.004154575,0.0035948425,0.15689133,1.0,-0.0010714531,0.0025119781494140625,0.002730942320300752,True
10282,11,2.2250595,-1.9075199,2,2,93.32021,327.39847,0.10381656,97.72264,-1.9093345,2.2268035,23.0,12.0,3.0,11.0,0.011682284,0.012932423,4.9188695,0.003701048,0.0035778314,0.01021143,1.0,-0.0018146038,0.0017440319061279297,0.0025168301897101203,True
10282,-11,-0.927981,1.9476008,1,2,93.32021,327.39847,0.8069659,87.7961,1.9471406,-0.9278029,25.0,13.0,3.0,11.0,0.010997551,0.012788957,6.2296734,0.003329995,0.003248116,0.14254794,1.0,-0.00046026707,0.0001780986785888672,0.0004935229601943363,True
10286,-11,2.0683053,2.2607427,1,2,39.696575,191.58783,0.38543633,43.745777,2.2620802,2.0672138,30.0,12.0,1.0,9.0,0.017327277,0.017818352,6.8597846,0.0037366527,0.0035678437,0.12014599,1.0,0.0013375282,0.0010914802551269531,0.0017263577004958256,True
10286,11,-1.0541197,-2.2519455,2,2,39.696575,191.58783,0.27168328,39.863503,-2.251372,-1.0529222,21.0,11.0,3.0,11.0,0.015708756,0.018327018,4.524322,0.0034146835,0.0032868711,0.03158422,1.0,0.0005733967,0.0011974573135375977,0.0013276625224510428,True
10288,-11,1.4376668,1.8738111,1,2,43.57858,145.52849,0.08311309,42.13121,1.8749319,1.4380243,17.0,9.0,3.0,7.0,0.01039186,0.010391277,4.2099557,0.0034163264,0.0032563915,-0.2070413,1.0,0.0011208057,0.00035750865936279297,0.001176442898015846,True
10288,11,-1.6780585,-1.8777304,2,2,43.57858,145.52849,0.29127738,42.343277,-1.8779833,-1.6774423,19.0,10.0,3.0,9.0,0.01216139,0.012325247,3.9929025,0.003982294,0.0037472672,-0.21457526,0.0,-0.0002529621,0.0006161928176879883,0.0006660956529610969,True
10291,11,-2.9562836,1.8620964,2,2,53.98046,175.53119,0.5527431,48.91747,1.8601398,-2.9580472,23.0,12.0,3.0,7.0,0.010828634,0.014926536,4.6145334,0.0036162136,0.0033890756,0.034945562,1.0,-0.001956582,0.0017635822296142578,0.0026340910286091566,True
10291,-11,0.16384198,-1.8337973,1,2,53.98046,175.53119,0.48919505,53.920605,-1.8343945,0.16419916,21.0,11.0,3.0,9.0,0.010167559,0.011791809,4.897392,0.0034995554,0.0033645518,-0.020048046,1.0,-0.00059711933,0.0003571808338165283,0.0006957942438096667,True
10293,-11,0.8279835,2.6700587,1,2,25.5141,189.02074,0.39752975,26.494917,2.6727564,0.8287838,19.0,8.0,3.0,7.0,0.029276872,0.025219765,4.7215085,0.0040695504,0.003907332,-0.3951009,0.0,0.0026977062,0.0008003115653991699,0.0028139149610405577,True
10293,11,-2.2944357,-2.7128139,2,2,25.5141,189.02074,0.9963006,26.507353,-2.7132342,-2.296874,25.0,10.0,3.0,7.0,0.027878733,0.03297016,5.2289963,0.003696669,0.0032869682,-0.08714307,0.0,-0.00042033195,0.0024383068084716797,0.002474271416921864,True
10295,-11,-2.4892259,2.185681,1,2,77.72237,352.45337,0.16495204,77.00266,2.1854255,-2.4924169,21.0,11.0,3.0,11.0,0.015965682,0.014538938,5.346028,0.0037016831,0.0034225401,-0.009855985,1.0,-0.00025558472,0.0031909942626953125,0.003201213509282775,True
10295,11,0.6628278,-2.1994536,2,2,77.72237,352.45337,0.4111325,78.44272,-2.2014396,0.66113603,23.0,12.0,3.0,9.0,0.01538283,0.019031502,4.443106,0.0035295817,0.0034391673,-0.006491144,1.0,-0.0019860268,0.0016917586326599121,0.0026088981104666355,True
10296,-11,2.589374,-1.612098,1,2,63.266735,163.14926,0.71787274,63.11304,-1.6115109,2.5883274,23.0,12.0,1.0,7.0,0.008458235,0.013073105,4.1739373,0.0038122893,0.0036944642,0.12014599,1.0,0.00058710575,0.0010466575622558594,0.001200077164734812,True
10298,-11,-0.2145935,-1.7021478,1,2,81.11982,232.9952,0.4067255,75.48051,-1.7034198,-0.21480626,27.0,12.0,1.0,7.0,0.009386572,0.01169623,4.7104235,0.0037493687,0.0035583323,0.12014599,1.0,-0.0012719631,0.00021275877952575684,0.001289634218996779,True
10298,11,2.943437,1.7310336,2,2,81.11982,232.9952,0.05878991,78.516525,1.7304442,2.944454,23.0,12.0,3.0,11.0,0.010025754,0.009669372,4.701678,0.0038891397,0.0036706126,0.01021143,1.0,-0.0005893707,0.001016855239868164,0.0011753095053334954,True
10299,-11,2.1578503,2.595957,1,2,85.6912,567.2324,0.92376935,86.07756,2.595733,2.1557574,23.0,12.0,1.0,9.0,0.024934141,0.026019117,5.6802735,0.0037503075,0.00351203,0.12014599,1.0,-0.00022411346,0.0020928382873535156,0.0021048037775332424,True
10299,11,-0.9773399,-2.5592182,2,2,85.6912,567.2324,0.22205025,84.58719,-2.5648422,-0.97683114,28.0,12.0,3.0,11.0,0.026058948,0.02369416,5.1276712,0.004095378,0.0037355814,0.01021143,0.0,-0.005624056,0.0005087852478027344,0.005647022697934993,True
