entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
2,0,213258,-211,-3.08959,-3.078768,1,2,21.773338,236.36613,-1.0
2,1,213258,211,0.036695916,3.0726898,2,2,21.773338,236.36613,-1.0
16,0,213269,-211,-2.7916973,-1.6601092,1,2,14.917054,40.109184,-1.0
16,1,213269,211,0.2531954,1.6322913,2,2,14.917054,40.109184,-1.0
21,0,213277,-211,1.3417675,-1.820405,1,2,20.01419,63.844646,-1.0
21,1,213277,211,-1.8591932,1.8351988,2,2,20.01419,63.844646,-1.0
23,0,213283,-211,0.045853034,-3.0326462,1,2,90.84191,938.81683,-1.0
23,1,213283,211,-3.0996153,3.0199912,2,2,90.84191,938.81683,-1.0
27,0,213265,-211,2.986025,-2.6567502,1,2,33.71018,236.9445,-1.0
28,0,213274,-211,-3.028058,1.5282412,1,2,55.12385,133.57492,-1.0
28,1,213274,211,0.08392486,-1.5371335,2,2,55.12385,133.57492,-1.0
32,0,213281,-211,-2.737595,-1.7866575,1,2,57.46104,174.81067,-1.0
32,1,213281,211,0.38220212,1.7686085,2,2,57.46104,174.81067,-1.0
36,0,213287,-211,2.5406609,2.2142959,1,2,19.746552,91.25179,-1.0
37,1,213285,211,-0.55489415,1.5459778,2,2,49.63237,121.69366,-1.0
48,0,213305,-211,-0.5145697,2.4098291,1,2,7.880012,44.849747,-1.0
48,1,213305,211,2.5455618,-2.439596,2,2,7.880012,44.849747,-1.0
49,0,213302,-211,-1.9184449,1.4674963,1,2,91.39311,210.85056,-1.0
49,1,213302,211,1.2041765,-1.4895976,2,2,91.39311,210.85056,-1.0
52,0,213309,-211,2.6319356,-2.0692408,1,2,8.550249,34.40589,-1.0
52,1,213309,211,-0.61762017,2.0708992,2,2,8.550249,34.40589,-1.0
53,0,213254,-211,0.2893331,-2.3056927,1,2,83.05834,422.04,-1.0
53,1,213254,211,-2.8609545,2.3120794,2,2,83.05834,422.04,-1.0
55,1,213303,211,-0.02958791,-2.5579345,2,2,22.00197,142.29599,-1.0
58,0,213314,-211,2.0712848,1.5281514,1,2,76.09523,182.54845,-1.0
58,1,213314,211,-1.092006,-1.5151325,2,2,76.09523,182.54845,-1.0
61,0,213321,-211,-2.265033,1.476833,1,2,27.370821,62.496693,-1.0
61,1,213321,211,0.8124348,-1.4575205,2,2,27.370821,62.496693,-1.0
62,1,213318,211,-1.5336206,-1.4892924,2,2,65.94575,155.53725,-1.0
64,0,213322,-211,2.5740678,-1.5190927,1,2,12.964801,31.040514,-1.0
64,1,213322,211,-0.69525373,1.5209829,2,2,12.964801,31.040514,-1.0
71,1,213286,211,1.0733309,-1.8640124,2,2,96.40143,323.8993,-1.0
77,0,213311,-211,-0.38519818,1.8271278,1,2,97.91782,316.37698,-1.0
77,1,213311,211,2.7444336,-1.8553058,2,2,97.91782,316.37698,-1.0
80,0,213340,-211,-0.90151894,3.0342088,1,2,44.21737,458.57407,-1.0
80,1,213340,211,2.2322154,-3.0254533,2,2,44.21737,458.57407,-1.0
81,0,213338,-211,-1.6773492,1.4967064,1,2,16.769299,39.314568,-1.0
81,1,213338,211,1.3629574,-1.4965606,2,2,16.769299,39.314568,-1.0
83,0,213288,-211,-0.0011578306,-2.47451,1,2,76.28418,454.89352,-1.0
85,0,213312,-211,-1.7951443,2.4298396,1,2,63.531513,362.3858,-1.0
85,1,213312,211,1.3364322,-2.4232736,2,2,63.531513,362.3858,-1.0
90,0,213294,-211,1.77558,2.962086,1,2,48.887352,466.072,-1.0
90,1,213294,211,-1.3737612,-2.9286168,2,2,48.887352,466.072,-1.0
92,0,213345,-211,-2.8325164,-2.94711,1,2,18.03119,176.81667,-1.0
92,1,213345,211,0.28859398,3.0007493,2,2,18.03119,176.81667,-1.0
94,0,213352,-211,2.397531,2.9255702,1,2,7.070975,66.128265,-1.0
94,1,213352,211,-0.7987552,-2.9264235,2,2,7.070975,66.128265,-1.0
96,0,213355,-211,-0.470901,2.2199552,1,2,5.1594067,23.859346,-1.0
96,1,213355,211,2.516275,-2.2072089,2,2,5.1594067,23.859346,-1.0
97,0,213356,-211,-1.1230763,2.3566446,1,2,3.3788517,17.664299,-1.0
100,1,213336,211,-3.0997005,2.8171859,2,2,26.642462,227.019,-1.0
109,0,213349,-211,-1.387408,-2.947245,1,2,19.105877,179.93013,-1.0
109,1,213349,211,1.7340784,2.9187722,2,2,19.105877,179.93013,-1.0
110,0,213369,-211,3.0989885,3.071747,1,2,10.273227,112.30479,-1.0
110,1,213369,211,-0.07481118,-3.0939085,2,2,10.273227,112.30479,-1.0
116,0,213317,-211,-2.2176085,2.1722434,1,2,82.60236,377.3843,-1.0
116,1,213317,211,0.9141939,-2.2289774,2,2,82.60236,377.3843,-1.0
121,1,213380,211,1.2548418,3.1048794,2,2,86.47194,959.38086,-1.0
122,0,213375,-211,1.9133635,2.7196343,1,2,17.842348,135.31625,-1.0
122,1,213375,211,-1.2550414,-2.7100713,2,2,17.842348,135.31625,-1.0
124,0,213350,-211,-1.8457421,-2.0617242,1,2,68.83387,268.6514,-1.0
124,1,213350,211,1.281991,2.0149622,2,2,68.83387,268.6514,-1.0
131,1,213373,211,-2.1967707,-2.1416764,2,2,59.520077,253.70155,-1.0
132,0,213382,-211,2.0295916,1.6795189,1,2,49.89287,135.80405,-1.0
132,1,213382,211,-1.1404989,-1.6388285,2,2,49.89287,135.80405,-1.0
141,0,213384,-211,2.2950606,1.6915284,1,2,52.137234,147.30803,-1.0
141,1,213384,211,-0.87266994,-1.7063777,2,2,52.137234,147.30803,-1.0
144,0,213401,-211,-1.6723822,1.6931938,1,2,4.0131826,11.281036,-1.0
144,1,213401,211,1.127764,-1.7027154,2,2,4.0131826,11.281036,-1.0
145,0,213344,-211,-0.9266123,2.6323981,1,2,98.55738,683.41675,-1.0
145,1,213344,211,2.2097077,-2.6164157,2,2,98.55738,683.41675,-1.0
147,0,213405,-211,-1.6365756,-2.944523,1,2,6.0310035,57.20064,-1.0
147,1,213405,211,1.4418403,2.9358408,2,2,6.0310035,57.20064,-1.0
153,0,213391,-211,-2.6155922,-2.264506,1,2,40.137203,195.78761,-1.0
153,1,213391,211,0.50722706,2.2699254,2,2,40.137203,195.78761,-1.0
159,0,213414,-211,0.41873804,-2.2474892,1,2,15.236261,72.30221,-1.0
159,1,213414,211,-2.7737293,2.2308586,2,2,15.236261,72.30221,-1.0
160,0,213407,-211,-0.9444724,2.0374963,1,2,53.733067,209.11118,-1.0
160,1,213407,211,2.1793077,-2.032642,2,2,53.733067,209.11118,-1.0
166,1,213411,211,-2.0248284,-2.8098145,2,2,25.019587,207.85019,-1.0
167,0,213337,-211,2.5811017,-2.7187252,1,2,77.4723,583.3365,-1.0
177,0,213410,-211,-1.2845943,-2.3919554,1,2,70.89781,384.03058,-1.0
177,1,213410,211,1.8474454,2.3563814,2,2,70.89781,384.03058,-1.0
179,0,213439,-211,2.8104465,2.1293647,1,2,3.390908,14.519427,-1.0
180,0,213432,-211,-0.7793518,-1.857162,1,2,37.569523,124.54238,-1.0
180,1,213432,211,2.3319154,1.8791122,2,2,37.569523,124.54238,-1.0
181,0,213436,-211,1.7249001,2.7677631,1,2,5.765203,46.027893,-1.0
181,1,213436,211,-1.4953835,-2.7659643,2,2,5.765203,46.027893,-1.0
183,1,213379,211,-1.781438,-2.7092583,2,2,90.6168,666.78107,-1.0
187,0,213435,-211,-2.4370062,1.9908549,1,2,65.585594,243.93181,-1.0
187,1,213435,211,0.689299,-1.9853656,2,2,65.585594,243.93181,-1.0
192,0,213452,-211,0.717179,2.5765572,1,2,2.3941095,15.983244,-1.0
