entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
0,0,96764,-11,1.5109496,-3.0380974,1,2,98.75252,1033.1217,0.0034328608
0,1,96764,11,-1.6270562,3.0390606,2,2,98.75252,1033.1217,0.023771409
1,0,96765,-11,-0.13165267,1.5811535,1,2,17.631212,45.358112,0.5703064
1,1,96765,11,3.0958455,-1.6156957,2,2,17.631212,45.358112,0.20628706
3,0,96762,-11,-1.2226123,-1.5466143,1,2,3.0847187,7.4616327,0.085395396
3,1,96762,11,2.4474926,1.5363587,2,2,3.0847187,7.4616327,0.32510778
6,0,96759,-11,-0.451039,2.742342,1,2,4.2253675,34.011036,0.2652406
6,1,96759,11,2.7968614,-2.8094385,2,2,4.2253675,34.011036,0.53845084
7,0,96768,-11,1.876712,1.6192994,1,2,17.592676,45.96944,0.59416974
7,1,96768,11,-1.1803422,-1.6109456,2,2,17.592676,45.96944,0.2597412
12,0,96769,-11,-0.49081892,-2.417744,1,2,44.14776,247.99713,0.17921928
12,1,96769,11,2.6654534,2.4043288,2,2,44.14776,247.99713,0.539576
13,0,96761,-11,-0.40072715,1.8159093,1,2,65.774605,210.12178,0.048668463
13,1,96761,11,2.7588449,-1.8426247,2,2,65.774605,210.12178,0.83743536
14,0,96773,-11,1.7555493,-2.43443,1,2,37.947247,218.87097,0.043225832
14,1,96773,11,-1.3693583,2.4412682,2,2,37.947247,218.87097,0.24738088
15,0,96776,-11,-1.2162993,-1.4723448,1,2,37.59866,87.1385,0.9001004
15,1,96776,11,1.970985,1.4949834,2,2,37.59866,87.1385,0.9961941
16,1,96770,11,1.1616824,2.8239343,2,2,37.243206,320.1686,0.3573628
17,0,96775,-11,0.4714439,2.077843,1,2,65.83308,264.1682,0.30202115
17,1,96775,11,-2.6561062,-2.0557268,2,2,65.83308,264.1682,0.2896419
18,0,96777,-11,-1.367048,-2.7249184,1,2,16.884905,128.77924,0.964368
18,1,96777,11,1.8026167,2.7161689,2,2,16.884905,128.77924,0.54436654
20,0,96757,-11,2.3065639,-2.318567,1,2,73.01302,373.5696,0.003561293
20,1,96757,11,-0.82522386,2.3132963,2,2,73.01302,373.5696,0.27835336
21,0,96778,-11,2.4999137,-1.8004918,1,2,62.225742,192.82562,0.38027513
21,1,96778,11,-0.6220141,1.7936531,2,2,62.225742,192.82562,0.48197076
22,0,96766,-11,0.031297326,-2.520113,1,2,67.97114,412.73987,0.52367836
22,1,96766,11,-3.1014872,2.4608696,2,2,67.97114,412.73987,0.5138699
26,0,96784,-11,0.100529,1.6283988,1,2,47.883457,125.87777,0.22355516
26,1,96784,11,-3.0102136,-1.6144861,2,2,47.883457,125.87777,0.6572232
27,0,96782,-11,-0.43465394,-2.8413637,1,2,35.440243,306.5054,0.6378028
27,1,96782,11,2.7186644,2.8530335,2,2,35.440243,306.5054,0.5278647
28,0,96781,-11,-0.96649843,1.8745236,1,2,85.49053,287.1484,0.3562102
28,1,96781,11,2.1882243,-1.8891629,2,2,85.49053,287.1484,0.9921793
30,0,96783,-11,-0.012200659,2.0678613,1,2,76.13411,302.9947,0.95598817
30,1,96783,11,-3.141566,-2.0486407,2,2,76.13411,302.9947,0.26023087
32,0,96785,-11,1.4182148,2.7672918,1,2,42.64184,338.0959,0.3744441
32,1,96785,11,-1.7126676,-2.752057,2,2,42.64184,338.0959,0.99840695
34,0,96791,-11,1.5286725,-2.3995914,1,2,56.321133,312.8237,0.7074156
34,1,96791,11,-1.6013169,2.3994465,2,2,56.321133,312.8237,0.80676365
36,0,96779,-11,1.011531,-2.5643117,1,2,91.34015,588.7527,0.27311453
36,1,96779,11,-2.1238725,2.536868,2,2,91.34015,588.7527,0.7102031
37,0,96786,-11,2.3394418,-2.1155555,1,2,98.33984,411.7982,0.76518637
37,1,96786,11,-0.7931994,2.1058354,2,2,98.33984,411.7982,0.4396808
38,0,96801,-11,-0.6885658,1.9376913,1,2,15.665153,56.546032,0.1805075
38,1,96801,11,2.5190825,-1.9770947,2,2,15.665153,56.546032,0.8407791
40,0,96792,-11,0.54349154,2.263096,1,2,68.47443,328.85553,0.7716855
40,1,96792,11,-2.5869653,-2.2396328,2,2,68.47443,328.85553,0.5098894
41,0,96789,-11,1.5608999,2.4381852,1,2,83.45647,476.67206,0.539393
41,1,96789,11,-1.5730473,-2.4177246,2,2,83.45647,476.67206,0.28481123
42,0,96804,-11,0.18562321,2.043444,1,2,7.751458,31.01392,0.63271475
45,0,96802,-11,-0.66301596,1.7595615,1,2,62.099617,184.01276,0.6133846
45,1,96802,11,2.4992716,-1.7398694,2,2,62.099617,184.01276,0.14397812
