entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
4,0,59785,-11,-2.8438292,-1.9230907,1,2,23.063112,82.41239,0.7170468
4,1,59785,11,0.3431009,1.9706471,2,2,23.063112,82.41239,0.3747248
5,0,59790,-11,-2.908081,1.7630471,1,2,26.312672,80.290535,0.917161
5,1,59790,11,0.28082526,-1.7990053,2,2,26.312672,80.290535,0.9149617
7,0,59794,-11,0.26357946,-1.5659066,1,2,29.241236,72.885666,0.47451976
7,1,59794,11,-2.8242314,1.5614197,2,2,29.241236,72.885666,0.49015024
8,0,59796,-11,-0.53943235,-1.6062909,1,2,71.05472,182.30896,0.64191335
8,1,59796,11,2.6235425,1.5840144,2,2,71.05472,182.30896,0.97306645
9,0,59792,-11,-0.10403883,-2.172909,1,2,53.97956,241.23152,0.9724065
9,1,59792,11,3.0528212,2.1822114,2,2,53.97956,241.23152,0.45339411
10,0,59789,-11,3.0712342,-2.173148,1,2,81.287895,359.1368,0.18886298
10,1,59789,11,-0.060106155,2.1585033,2,2,81.287895,359.1368,0.50998557
11,0,59783,-11,-2.7493117,-2.281869,1,2,81.232414,405.54584,0.777835
12,0,59795,-11,-0.9030974,-2.856051,1,2,39.480755,344.04108,0.11194947
12,1,59795,11,2.248924,2.8535328,2,2,39.480755,344.04108,0.056103557
13,0,59781,-11,0.08323584,-2.2792075,1,2,90.154655,443.49237,0.577506
13,1,59781,11,-3.0501127,2.272423,2,2,90.154655,443.49237,0.05481783
14,0,59793,-11,2.3328693,2.1517186,1,2,96.9861,424.32364,0.32487664
14,1,59793,11,-0.8000503,-2.1598086,2,2,96.9861,424.32364,0.905285
16,0,59802,-11,-1.8333899,2.6780949,1,2,7.0121527,51.39535,0.91773534
16,1,59802,11,1.3785267,-2.6830547,2,2,7.0121527,51.39535,0.20295683
18,0,59791,-11,2.4349134,-2.2896557,1,2,88.60133,445.2577,0.9731184
18,1,59791,11,-0.69850135,2.3056254,2,2,88.60133,445.2577,0.34612033
20,0,59807,-11,1.0735728,-1.7043223,1,2,28.954159,81.09377,0.11919344
20,1,59807,11,-2.020639,1.6751666,2,2,28.954159,81.09377,0.21138759
21,0,59803,-11,2.0449831,1.4498979,1,2,82.338425,185.89537,0.26634234
21,1,59803,11,-1.0750531,-1.4589368,2,2,82.338425,185.89537,0.9254128
22,0,59798,-11,3.0480564,1.9883847,1,2,73.9471,279.40726,0.07758514
22,1,59798,11,-0.080239505,-2.0208786,2,2,73.9471,279.40726,0.04917991
25,0,59812,-11,-0.7665972,2.1603239,1,2,7.219702,31.672358,0.32735607
25,1,59812,11,2.4913075,-2.1578374,2,2,7.219702,31.672358,0.5678162
26,0,59804,-11,2.656683,2.4296937,1,2,35.648434,202.61748,0.8731194
26,1,59804,11,-0.46690375,-2.4162438,2,2,35.648434,202.61748,0.96256727
32,0,59797,-11,-0.6353475,2.390724,1,2,78.66133,439.29547,0.7989011
32,1,59797,11,2.5145636,-2.4196079,2,2,78.66133,439.29547,0.5100585
36,1,59800,11,-0.5303712,-2.8948457,2,2,43.76928,386.2887,0.14171845
40,0,59826,-11,3.13774,3.0362449,1,2,3.1190748,32.34115,0.0
40,1,59826,11,0.10760913,-3.0240595,2,2,3.1190748,32.34115,0.23336989
41,0,59817,-11,2.77241,1.8565316,1,2,48.33375,155.89644,0.5265204
