entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
13,0,361980,-211,-2.7290444,-2.2987216,1,2,22.73888,115.01005,-1.0
13,1,361980,211,0.38064462,2.3097358,2,2,22.73888,115.01005,-1.0
15,0,361975,-211,1.3934752,2.1284373,1,2,20.813404,89.713,-1.0
15,1,361975,211,-1.7893608,-2.1527176,2,2,20.813404,89.713,-1.0
23,1,361993,211,-1.3736849,-2.6144915,2,2,6.248999,42.541702,-1.0
25,0,361996,-211,-0.33227286,1.7009327,1,2,25.357042,71.3883,-1.0
25,1,361996,211,2.7553737,-1.6894851,2,2,25.357042,71.3883,-1.0
28,0,361989,-211,2.2269988,-1.895847,1,2,67.54733,231.1454,-1.0
29,0,362000,-211,1.4211015,2.0430856,1,2,15.79451,63.09835,-1.0
29,1,362000,211,-1.7793846,-2.0818715,2,2,15.79451,63.09835,-1.0
30,1,361968,211,2.8808708,2.5985324,2,2,91.142136,608.38135,-1.0
34,0,361982,-211,-0.18752316,-2.359728,1,2,60.348095,328.64474,-1.0
36,0,361973,-211,2.180732,-2.696288,1,2,61.191975,461.8783,-1.0
36,1,361973,211,-0.96878564,2.7239435,2,2,61.191975,461.8783,-1.0
37,1,361967,211,-2.7754545,-2.45327,2,2,96.21516,555.34143,-1.0
40,0,362009,-211,-0.46685436,-1.9311993,1,2,20.17864,70.36733,-1.0
44,0,361978,-211,0.9515476,-2.6567166,1,2,88.62972,637.43884,-1.0
44,1,361978,211,-2.1957347,2.665847,2,2,88.62972,637.43884,-1.0
47,0,362008,-211,0.6254839,2.0762358,1,2,53.139984,218.65898,-1.0
47,1,362008,211,-2.5330703,-2.1093407,2,2,53.139984,218.65898,-1.0
49,0,362001,-211,0.66683483,-2.925481,1,2,27.236506,256.1384,-1.0
49,1,362001,211,-2.4888353,2.9375088,2,2,27.236506,256.1384,-1.0
52,1,362019,211,-0.5907552,-1.4826045,2,2,65.37649,154.49786,-1.0
56,1,362012,211,0.8783272,1.9504943,2,2,54.05975,195.11725,-1.0
59,0,362003,-211,3.0268934,1.9806665,1,2,76.29263,284.21237,-1.0
59,1,362003,211,-0.12786555,-1.9989822,2,2,76.29263,284.21237,-1.0
63,0,362006,-211,-2.36422,2.2746701,1,2,80.88869,407.49384,-1.0
63,1,362006,211,0.76836056,-2.3262398,2,2,80.88869,407.49384,-1.0
66,0,361997,-211,-1.3754748,-2.5311787,1,2,85.066536,534.09595,-1.0
66,1,361997,211,1.7593077,2.5166514,2,2,85.066536,534.09595,-1.0
73,0,362025,-211,1.9480698,1.9764876,1,2,54.890835,206.9093,-1.0
73,1,362025,211,-1.2115539,-2.0282896,2,2,54.890835,206.9093,-1.0
77,0,362030,-211,1.7314477,-1.8402591,1,2,63.15745,203.35573,-1.0
77,1,362030,211,-1.4288013,1.8346502,2,2,63.15745,203.35573,-1.0
79,0,362050,-211,-2.9730587,-2.7175837,1,2,2.7483642,20.789263,-1.0
80,0,362035,-211,-1.4165171,-1.956331,1,2,55.732388,195.88246,-1.0
80,1,362035,211,1.7059187,1.9029398,2,2,55.732388,195.88246,-1.0
81,1,362052,211,1.4428128,-1.4525692,2,2,73.68662,167.61818,-1.0
82,0,362031,-211,-1.599972,-1.9915922,1,2,90.75088,344.56384,-1.0
82,1,362031,211,1.5308083,2.0277736,2,2,90.75088,344.56384,-1.0
83,0,362051,-211,-2.0615425,-1.5336543,1,2,32.53714,80.20194,-1.0
90,1,362042,211,1.222925,-2.6676607,2,2,26.249609,192.95479,-1.0
104,0,362027,-211,-0.8511497,1.7227938,1,2,94.41518,277.9883,-1.0
104,1,362027,211,2.2766852,-1.7634141,2,2,94.41518,277.9883,-1.0
109,0,362045,-211,-2.083746,2.294301,1,2,40.559143,202.07191,-1.0
109,1,362045,211,1.039683,-2.2833223,2,2,40.559143,202.07191,-1.0
110,0,362073,-211,-1.2599076,-1.8503174,1,2,13.581977,44.596127,-1.0
115,0,362063,-211,-1.1178461,3.0514486,1,2,57.78881,614.80743,-1.0
115,1,362063,211,2.0178847,-3.0594609,2,2,57.78881,614.80743,-1.0
117,1,362081,211,-1.8748151,3.0443916,2,2,88.86839,956.7296,-1.0
121,0,362021,-211,-1.8274457,2.5684748,1,2,60.71014,407.51718,-1.0
121,1,362021,211,1.3052113,-2.615143,2,2,60.71014,407.51718,-1.0
131,0,362069,-211,2.1624632,-1.7404957,1,2,69.75942,205.39336,-1.0
131,1,362069,211,-0.9977638,1.7452358,2,2,69.75942,205.39336,-1.0
135,1,362094,211,0.8365665,-1.6540823,2,2,76.94759,207.70425,-1.0
139,0,362076,-211,-0.285431,2.3968623,1,2,35.7577,193.47874,-1.0
139,1,362076,211,2.83725,-2.349553,2,2,35.7577,193.47874,-1.0
144,0,362092,-211,-0.29964653,-2.0753636,1,2,76.534256,310.46234,-1.0
144,1,362092,211,2.830018,2.0804958,2,2,76.534256,310.46234,-1.0
145,0,362093,-211,0.27798653,1.9493577,1,2,57.25579,202.87407,-1.0
145,1,362093,211,-2.882087,-1.9261584,2,2,57.25579,202.87407,-1.0
148,0,362101,-211,0.20347354,1.5461924,1,2,84.711044,207.87437,-1.0
148,1,362101,211,-2.9571,-1.5467654,2,2,84.711044,207.87437,-1.0
155,0,362115,-211,0.7018625,-1.4655416,1,2,84.338,189.58965,-1.0
157,0,362121,-211,-1.4731551,2.78766,1,2,12.55155,101.45264,-1.0
157,1,362121,211,1.6326894,-2.770611,2,2,12.55155,101.45264,-1.0
160,0,362113,-211,3.0388975,-1.6944851,1,2,76.38816,218.15097,-1.0
160,1,362113,211,-0.12031499,1.7265257,2,2,76.38816,218.15097,-1.0
162,0,362127,-211,0.124186136,1.8372673,1,2,34.298088,109.00385,-1.0
162,1,362127,211,-3.0521743,-1.8104692,2,2,34.298088,109.00385,-1.0
164,1,362135,211,-1.3438412,1.4464562,2,2,55.77275,124.49176,-1.0
169,1,362133,211,3.097715,1.9286057,2,2,68.111145,233.55737,-1.0
174,0,362082,-211,-0.7514647,2.8125856,1,2,66.035995,557.75085,-1.0
174,1,362082,211,2.3835917,-2.8342102,2,2,66.035995,557.75085,-1.0
175,0,362125,-211,2.2144384,2.0902903,1,2,95.13426,389.47458,-1.0
175,1,362125,211,-0.93670666,-2.0845163,2,2,95.13426,389.47458,-1.0
180,0,362129,-211,-0.7948112,-2.5114772,1,2,76.80883,472.37057,-1.0
180,1,362129,211,2.3390524,2.4944332,2,2,76.80883,472.37057,-1.0
186,0,362156,-211,-2.3507953,1.7498922,1,2,23.629017,70.55082,-1.0
186,1,362156,211,0.73664963,-1.7658161,2,2,23.629017,70.55082,-1.0
188,0,362137,-211,2.8117647,2.9113612,1,2,42.779297,400.43292,-1.0
188,1,362137,211,-0.33887622,-2.9424381,2,2,42.779297,400.43292,-1.0
191,0,362147,-211,-2.3920524,-1.6669668,1,2,97.178986,268.3833,-1.0
191,1,362147,211,0.7351632,1.6821015,2,2,97.178986,268.3833,-1.0
192,0,362112,-211,2.0327985,2.8689868,1,2,94.67976,830.0273,-1.0
192,1,362112,211,-1.1130962,-2.8527553,2,2,94.67976,830.0273,-1.0
193,0,362120,-211,1.5390114,-2.8263009,1,2,97.74457,826.29565,-1.0
193,1,362120,211,-1.6069764,2.8221557,2,2,97.74457,826.29565,-1.0
198,0,362170,-211,1.040522,1.8404386,1,2,3.3970356,10.880951,-1.0
198,1,362170,211,-2.4492102,-1.8329971,2,2,3.3970356,10.880951,-1.0
201,0,362158,-211,-0.8127926,-1.9157166,1,2,74.363205,264.19522,-1.0
201,1,362158,211,2.3146014,1.9659115,2,2,74.363205,264.19522,-1.0
202,0,362168,-211,-3.0727818,-3.1018534,1,2,94.984695,1055.6553,-1.0
204,0,362144,-211,-0.8281015,2.9470098,1,2,54.47737,513.4827,-1.0
204,1,362144,211,2.306445,-2.9206753,2,2,54.47737,513.4827,-1.0
205,0,362173,-211,-1.5381577,2.1494904,1,2,50.42665,219.29234,-1.0
205,1,362173,211,1.5866258,-2.1496196,2,2,50.42665,219.29234,-1.0
207,0,362176,-211,2.5102363,1.7261554,1,2,9.148832,26.394875,-1.0
207,1,362176,211,-0.77671325,-1.7179136,2,2,9.148832,26.394875,-1.0
208,0,362174,-211,2.872606,-2.259282,1,2,19.621431,95.308334,-1.0
208,1,362174,211,-0.3075118,2.2666001,2,2,19.621431,95.308334,-1.0
212,0,362166,-211,1.8690758,-2.0025475,1,2,90.87041,346.57047,-1.0
212,1,362166,211,-1.2832719,2.025915,2,2,90.87041,346.57047,-1.0
214,0,362163,-211,-2.5552654,2.8568277,1,2,39.167873,342.99756,-1.0
214,1,362163,211,0.5757016,-2.8626647,2,2,39.167873,342.99756,-1.0
217,1,362181,211,-0.08784857,1.4654706,2,2,73.75908,165.3052,-1.0
221,0,362180,-211,-2.210099,2.0945873,1,2,77.299255,320.57846,-1.0
221,1,362180,211,0.9199455,-2.1069193,2,2,77.299255,320.57846,-1.0
222,0,362184,-211,-2.3719378,1.7964672,1,2,58.277355,180.14256,-1.0
222,1,362184,211,0.74856436,-1.7924266,2,2,58.277355,180.14256,-1.0
226,0,362193,-211,1.5548139,-2.0227365,1,2,24.714952,96.974205,-1.0
226,1,362193,211,-1.6251187,2.0649412,2,2,24.714952,96.974205,-1.0
230,1,362164,211,-0.2772198,-2.2674427,2,2,88.303825,432.45816,-1.0
237,0,362209,-211,-0.49241266,-1.5645403,1,2,3.3571455,8.475335,-1.0
237,1,362209,211,2.1864688,1.6073095,2,2,3.3571455,8.475335,-1.0
238,0,362186,-211,2.3070354,-1.887265,1,2,66.94391,222.53792,-1.0
238,1,362186,211,-0.8515207,1.8549712,2,2,66.94391,222.53792,-1.0
239,0,362146,-211,3.0350676,-2.9107275,1,2,83.55226,777.288,-1.0
241,0,362213,-211,0.51328635,-2.215445,1,2,10.736946,49.25834,-1.0
241,1,362213,211,-2.7031457,2.1940076,2,2,10.736946,49.25834,-1.0
242,1,362194,211,-2.6739552,1.8193179,2,2,56.803993,179.9831,-1.0
247,0,362205,-211,1.2862892,2.3121269,1,2,47.794365,248.88922,-1.0
247,1,362205,211,-1.8700033,-2.3562005,2,2,47.794365,248.88922,-1.0
250,0,362211,-211,0.91610366,1.7064215,1,2,35.944206,103.58332,-1.0
250,1,362211,211,-2.2625256,-1.7338986,2,2,35.944206,103.58332,-1.0
253,0,362208,-211,-2.0157843,1.7802837,1,2,94.14886,283.9775,-1.0
