entry,subentry,event,genpart_pid,genpart_exphi,genpart_exeta,genpart_gen,genpart_reachedEE,genpart_pt,genpart_energy,genpart_fbrem
15,0,77085,-211,-0.5945951,1.4537033,1,2,63.77917,144.79356,-1.0
17,0,77092,-211,0.09556809,1.6871771,1,2,38.633305,108.263466,-1.0
17,1,77092,211,-3.0815191,-1.693187,2,2,38.633305,108.263466,-1.0
19,0,77084,-211,-2.0739923,-1.5406482,1,2,50.47051,122.66335,-1.0
19,1,77084,211,1.0354636,1.5312697,2,2,50.47051,122.66335,-1.0
27,1,77082,211,-2.995336,2.7308254,2,2,23.147018,179.79056,-1.0
28,0,77106,-211,2.0401006,1.4981258,1,2,20.006912,46.485897,-1.0
28,1,77106,211,-1.1870922,-1.4752272,2,2,20.006912,46.485897,-1.0
34,0,77097,-211,-1.0120935,2.4018922,1,2,54.67886,301.24127,-1.0
34,1,77097,211,2.117375,-2.3807197,2,2,54.67886,301.24127,-1.0
42,0,77115,-211,0.11250084,1.7182449,1,2,77.53208,224.2858,-1.0
42,1,77115,211,-3.0461493,-1.7299523,2,2,77.53208,224.2858,-1.0
44,0,77102,-211,-0.9615773,-2.1356165,1,2,79.7268,346.49835,-1.0
45,0,77109,-211,1.1235346,2.7867968,1,2,42.76231,356.30893,-1.0
46,0,77122,-211,-1.3954346,-1.5895399,1,2,57.399963,149.27667,-1.0
51,0,77125,-211,-1.6563591,2.4859767,1,2,13.717553,81.800026,-1.0
51,1,77125,211,1.4407156,-2.4576771,2,2,13.717553,81.800026,-1.0
53,0,77104,-211,2.9009075,2.9226139,1,2,56.608276,533.68646,-1.0
53,1,77104,211,-0.24750298,-2.9454741,2,2,56.608276,533.68646,-1.0
54,0,77134,-211,0.19860141,-3.0896468,1,2,18.72962,206.74101,-1.0
54,1,77134,211,-2.9604297,3.0952852,2,2,18.72962,206.74101,-1.0
57,0,77108,-211,-2.8187048,-2.769642,1,2,46.967068,375.8481,-1.0
57,1,77108,211,0.31325462,2.768283,2,2,46.967068,375.8481,-1.0
58,0,77127,-211,0.9411617,-1.8092028,1,2,26.572382,82.47913,-1.0
58,1,77127,211,-2.246368,1.788684,2,2,26.572382,82.47913,-1.0
59,0,77131,-211,0.760274,-2.259517,1,2,29.284874,140.91096,-1.0
59,1,77131,211,-2.4073365,2.2470338,2,2,29.284874,140.91096,-1.0
60,0,77093,-211,-1.2513299,2.3927903,1,2,97.74726,540.174,-1.0
60,1,77093,211,1.883506,-2.395945,2,2,97.74726,540.174,-1.0
63,0,77124,-211,-1.1105846,-1.635642,1,2,84.769806,228.97145,-1.0
63,1,77124,211,2.014114,1.6659218,2,2,84.769806,228.97145,-1.0
64,0,77144,-211,-2.189989,-3.067732,1,2,94.53431,1032.4467,-1.0
64,1,77144,211,0.9482282,3.0960083,2,2,94.53431,1032.4467,-1.0
65,0,77078,-211,-0.41543812,2.9685793,1,2,78.70343,773.75287,-1.0
69,0,77138,-211,-2.489476,-2.1740813,1,2,59.70274,262.25537,-1.0
69,1,77138,211,0.6380907,2.145894,2,2,59.70274,262.25537,-1.0
71,0,77137,-211,0.87199485,2.4761279,1,2,47.22596,281.8496,-1.0
71,1,77137,211,-2.2825909,-2.4688652,2,2,47.22596,281.8496,-1.0
75,0,77140,-211,-0.107027024,1.7646161,1,2,82.66308,253.47456,-1.0
75,1,77140,211,3.019587,-1.8077892,2,2,82.66308,253.47456,-1.0
77,0,77148,-211,-0.66000867,-1.5983378,1,2,54.91051,143.58487,-1.0
78,0,77151,-211,2.1890795,1.6993963,1,2,64.6337,182.42456,-1.0
78,1,77151,211,-0.9735832,-1.6961918,2,2,64.6337,182.42456,-1.0
79,0,77133,-211,3.1034234,-2.0415668,1,2,85.66217,334.1088,-1.0
80,0,77157,-211,1.4770951,-1.4456145,1,2,35.102993,78.8351,-1.0
80,1,77157,211,-1.7153902,1.4515891,2,2,35.102993,78.8351,-1.0
84,0,77155,-211,0.73000646,1.7204072,1,2,20.734343,60.978886,-1.0
84,1,77155,211,-2.4741821,-1.7637317,2,2,20.734343,60.978886,-1.0
85,0,77165,-211,0.002857286,-3.038073,1,2,50.561344,539.6707,-1.0
85,1,77165,211,3.1377852,3.0798066,2,2,50.561344,539.6707,-1.0
86,1,77149,211,-0.091929406,1.8132583,2,2,75.67687,235.15857,-1.0
87,0,77139,-211,-2.6346452,2.6023393,1,2,71.29141,484.27487,-1.0
87,1,77139,211,0.4994799,-2.6047902,2,2,71.29141,484.27487,-1.0
88,0,77167,-211,2.7548966,2.990101,1,2,9.38574,90.98529,-1.0
88,1,77167,211,-0.4262845,-2.9347706,2,2,9.38574,90.98529,-1.0
89,0,77164,-211,2.7548122,2.0283942,1,2,43.27694,167.60298,-1.0
89,1,77164,211,-0.4089311,-2.0316958,2,2,43.27694,167.60298,-1.0
90,1,77163,211,-1.3627021,1.6653978,2,2,81.487595,224.43393,-1.0
93,0,77166,-211,-2.3130355,-1.8422822,1,2,40.936222,132.62604,-1.0
93,1,77166,211,0.80012214,1.8456821,2,2,40.936222,132.62604,-1.0
95,1,77143,211,-1.7514496,2.4072363,2,2,69.010185,384.8336,-1.0
108,0,77187,-211,-1.5958571,-1.5307575,1,2,15.5781355,37.344448,-1.0
117,0,77181,-211,0.7635037,2.8299081,1,2,10.95546,92.86272,-1.0
118,1,77196,211,-1.5351341,1.9069257,2,2,5.9488797,19.908094,-1.0
119,0,77161,-211,-2.191936,2.1653845,1,2,67.14498,303.64087,-1.0
121,0,77199,-211,1.7329346,1.5930876,1,2,39.29636,100.26534,-1.0
121,1,77199,211,-1.4476256,-1.5850717,2,2,39.29636,100.26534,-1.0
122,0,77202,-211,-2.754673,-3.0610538,1,2,74.46129,808.9265,-1.0
122,1,77202,211,0.3824016,3.092093,2,2,74.46129,808.9265,-1.0
124,1,77159,211,-0.78396773,-2.2049901,2,2,70.62322,312.02118,-1.0
130,0,77200,-211,-0.46029326,1.9762278,1,2,28.470318,107.54403,-1.0
130,1,77200,211,2.6467085,-2.033137,2,2,28.470318,107.54403,-1.0
134,0,77197,-211,-0.09306453,-1.7325894,1,2,91.57561,266.81808,-1.0
134,1,77197,211,3.0342014,1.7308422,2,2,91.57561,266.81808,-1.0
136,1,77198,211,2.7160914,2.3962944,2,2,60.300694,326.63376,-1.0
140,0,77215,-211,-2.7509856,2.5956273,1,2,19.426056,131.25223,-1.0
147,0,77227,-211,2.323925,-2.298203,1,2,3.9098206,19.628227,-1.0
148,0,77203,-211,1.4909515,2.992027,1,2,44.732494,445.1484,-1.0
148,1,77203,211,-1.6586971,-2.9846334,2,2,44.732494,445.1484,-1.0
150,0,77207,-211,1.430276,-2.5980175,1,2,40.01955,271.6136,-1.0
150,1,77207,211,-1.7246686,2.6073945,2,2,40.01955,271.6136,-1.0
156,0,77168,-211,2.01076,2.6603522,1,2,95.18012,677.79645,-1.0
156,1,77168,211,-1.1361731,-2.6422474,2,2,95.18012,677.79645,-1.0
160,0,77232,-211,-2.9318855,-1.6777248,1,2,87.61562,241.97363,-1.0
